"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"24.11.2016 03:00 - 24.11.2016 03:15","47294","49757"
"24.11.2016 03:15 - 24.11.2016 03:30","47344","49672"
"24.11.2016 03:30 - 24.11.2016 03:45","47498","49786"
"24.11.2016 03:45 - 24.11.2016 04:00","47715","49886"
"24.11.2016 04:00 - 24.11.2016 04:15","48372","50620"
"24.11.2016 04:15 - 24.11.2016 04:30","48682","51061"
"24.11.2016 04:30 - 24.11.2016 04:45","49153","51523"
"24.11.2016 04:45 - 24.11.2016 05:00","49623","51791"
"24.11.2016 05:00 - 24.11.2016 05:15","50827","53212"
"24.11.2016 05:15 - 24.11.2016 05:30","51519","54191"
"24.11.2016 05:30 - 24.11.2016 05:45","52653","55286"
"24.11.2016 05:45 - 24.11.2016 06:00","53986","56328"
"24.11.2016 06:00 - 24.11.2016 06:15","56829","59467"
"24.11.2016 06:15 - 24.11.2016 06:30","59256","62391"
"24.11.2016 06:30 - 24.11.2016 06:45","61396","64225"
"24.11.2016 06:45 - 24.11.2016 07:00","63161","65948"
"24.11.2016 07:00 - 24.11.2016 07:15","65498","68841"
"24.11.2016 07:15 - 24.11.2016 07:30","66992","70085"
"24.11.2016 07:30 - 24.11.2016 07:45","67877","70863"
"24.11.2016 07:45 - 24.11.2016 08:00","68320","71249"
"24.11.2016 08:00 - 24.11.2016 08:15","69209","71715"
"24.11.2016 08:15 - 24.11.2016 08:30","69424","71775"
"24.11.2016 08:30 - 24.11.2016 08:45","69458","71609"
"24.11.2016 08:45 - 24.11.2016 09:00","69322","71729"
"24.11.2016 09:00 - 24.11.2016 09:15","69087","71539"
"24.11.2016 09:15 - 24.11.2016 09:30","69010","71836"
"24.11.2016 09:30 - 24.11.2016 09:45","69229","72244"
"24.11.2016 09:45 - 24.11.2016 10:00","69441","71779"
"24.11.2016 10:00 - 24.11.2016 10:15","69666","72875"
"24.11.2016 10:15 - 24.11.2016 10:30","69816","72925"
"24.11.2016 10:30 - 24.11.2016 10:45","70099","73180"
"24.11.2016 10:45 - 24.11.2016 11:00","70244","73199"
"24.11.2016 11:00 - 24.11.2016 11:15","70451","73298"
"24.11.2016 11:15 - 24.11.2016 11:30","70682","73242"
"24.11.2016 11:30 - 24.11.2016 11:45","70991","73384"
"24.11.2016 11:45 - 24.11.2016 12:00","71002","73573"
"24.11.2016 12:00 - 24.11.2016 12:15","70182","73431"
"24.11.2016 12:15 - 24.11.2016 12:30","69970","73206"
"24.11.2016 12:30 - 24.11.2016 12:45","70191","73382"
"24.11.2016 12:45 - 24.11.2016 13:00","70393","73170"
"24.11.2016 13:00 - 24.11.2016 13:15","70365","73164"
"24.11.2016 13:15 - 24.11.2016 13:30","70082","72796"
"24.11.2016 13:30 - 24.11.2016 13:45","69745","72396"
"24.11.2016 13:45 - 24.11.2016 14:00","69080","71989"
"24.11.2016 14:00 - 24.11.2016 14:15","69254","71914"
"24.11.2016 14:15 - 24.11.2016 14:30","68712","71556"
"24.11.2016 14:30 - 24.11.2016 14:45","68727","71435"
"24.11.2016 14:45 - 24.11.2016 15:00","68334","71496"
"24.11.2016 15:00 - 24.11.2016 15:15","67583","71639"
"24.11.2016 15:15 - 24.11.2016 15:30","68092","71312"
"24.11.2016 15:30 - 24.11.2016 15:45","67942","70852"
"24.11.2016 15:45 - 24.11.2016 16:00","67580","70841"
"24.11.2016 16:00 - 24.11.2016 16:15","67904","71360"
"24.11.2016 16:15 - 24.11.2016 16:30","67671","72082"
"24.11.2016 16:30 - 24.11.2016 16:45","67561","72874"
"24.11.2016 16:45 - 24.11.2016 17:00","69987","73971"
"24.11.2016 17:00 - 24.11.2016 17:15","70909","74506"
"24.11.2016 17:15 - 24.11.2016 17:30","71314","75041"
"24.11.2016 17:30 - 24.11.2016 17:45","71795","75323"
"24.11.2016 17:45 - 24.11.2016 18:00","71662","75149"
"24.11.2016 18:00 - 24.11.2016 18:15","71405","74817"
"24.11.2016 18:15 - 24.11.2016 18:30","71377","74422"
"24.11.2016 18:30 - 24.11.2016 18:45","71093","74117"
"24.11.2016 18:45 - 24.11.2016 19:00","71127","74199"
"24.11.2016 19:00 - 24.11.2016 19:15","70580","73983"
"24.11.2016 19:15 - 24.11.2016 19:30","69787","73317"
"24.11.2016 19:30 - 24.11.2016 19:45","69294","72554"
"24.11.2016 19:45 - 24.11.2016 20:00","68270","71601"
"24.11.2016 20:00 - 24.11.2016 20:15","67041","70128"
"24.11.2016 20:15 - 24.11.2016 20:30","65851","68389"
"24.11.2016 20:30 - 24.11.2016 20:45","64444","67593"
"24.11.2016 20:45 - 24.11.2016 21:00","63645","66575"
"24.11.2016 21:00 - 24.11.2016 21:15","62426","65465"
"24.11.2016 21:15 - 24.11.2016 21:30","61696","64642"
"24.11.2016 21:30 - 24.11.2016 21:45","61242","64077"
"24.11.2016 21:45 - 24.11.2016 22:00","60306","63218"
"24.11.2016 22:00 - 24.11.2016 22:15","60022","63153"
"24.11.2016 22:15 - 24.11.2016 22:30","59326","61967"
"24.11.2016 22:30 - 24.11.2016 22:45","58115","60791"
"24.11.2016 22:45 - 24.11.2016 23:00","56568","59626"
"24.11.2016 23:00 - 24.11.2016 23:15","54968","58249"
"24.11.2016 23:15 - 24.11.2016 23:30","53798","57293"
"24.11.2016 23:30 - 24.11.2016 23:45","52769","56510"
"24.11.2016 23:45 - 25.11.2016 00:00","51821","55482"
"25.11.2016 00:00 - 25.11.2016 00:15","51446","54122"
"25.11.2016 00:15 - 25.11.2016 00:30","50602","53498"
"25.11.2016 00:30 - 25.11.2016 00:45","49971","52568"
"25.11.2016 00:45 - 25.11.2016 01:00","49358","52147"
"25.11.2016 01:00 - 25.11.2016 01:15","48940","51367"
"25.11.2016 01:15 - 25.11.2016 01:30","48477","50638"
"25.11.2016 01:30 - 25.11.2016 01:45","48209","50329"
"25.11.2016 01:45 - 25.11.2016 02:00","47939","50056"
"25.11.2016 02:00 - 25.11.2016 02:15","47656","49383"
"25.11.2016 02:15 - 25.11.2016 02:30","47448","49481"
"25.11.2016 02:30 - 25.11.2016 02:45","47563","49643"
"25.11.2016 02:45 - 25.11.2016 03:00","47663","49790"
"25.11.2016 03:00 - 25.11.2016 03:15","47831","49946"
"25.11.2016 03:15 - 25.11.2016 03:30","47836","50250"
"25.11.2016 03:30 - 25.11.2016 03:45","48043","50410"
"25.11.2016 03:45 - 25.11.2016 04:00","48193","50266"
"25.11.2016 04:00 - 25.11.2016 04:15","48747","50881"
"25.11.2016 04:15 - 25.11.2016 04:30","49120","51422"
"25.11.2016 04:30 - 25.11.2016 04:45","49609","51883"
"25.11.2016 04:45 - 25.11.2016 05:00","50062","52667"
"25.11.2016 05:00 - 25.11.2016 05:15","51274","53949"
"25.11.2016 05:15 - 25.11.2016 05:30","51816","54457"
"25.11.2016 05:30 - 25.11.2016 05:45","53021","55441"
"25.11.2016 05:45 - 25.11.2016 06:00","54263","56650"
"25.11.2016 06:00 - 25.11.2016 06:15","57140","59773"
"25.11.2016 06:15 - 25.11.2016 06:30","59663","62076"
"25.11.2016 06:30 - 25.11.2016 06:45","61581","63954"
"25.11.2016 06:45 - 25.11.2016 07:00","63382","65728"
"25.11.2016 07:00 - 25.11.2016 07:15","65629","68054"
"25.11.2016 07:15 - 25.11.2016 07:30","66535","69426"
"25.11.2016 07:30 - 25.11.2016 07:45","67371","70504"
"25.11.2016 07:45 - 25.11.2016 08:00","67703","70806"
"25.11.2016 08:00 - 25.11.2016 08:15","68619","71377"
"25.11.2016 08:15 - 25.11.2016 08:30","68709","71648"
"25.11.2016 08:30 - 25.11.2016 08:45","68742","71896"
"25.11.2016 08:45 - 25.11.2016 09:00","68791","71711"
"25.11.2016 09:00 - 25.11.2016 09:15","68545","71680"
"25.11.2016 09:15 - 25.11.2016 09:30","68489","71786"
"25.11.2016 09:30 - 25.11.2016 09:45","68695","72126"
"25.11.2016 09:45 - 25.11.2016 10:00","69021","72334"
"25.11.2016 10:00 - 25.11.2016 10:15","69278","72614"
"25.11.2016 10:15 - 25.11.2016 10:30","69538","72810"
"25.11.2016 10:30 - 25.11.2016 10:45","69892","72638"
"25.11.2016 10:45 - 25.11.2016 11:00","70090","72697"
"25.11.2016 11:00 - 25.11.2016 11:15","70175","72790"
"25.11.2016 11:15 - 25.11.2016 11:30","70477","73152"
"25.11.2016 11:30 - 25.11.2016 11:45","70694","73398"
"25.11.2016 11:45 - 25.11.2016 12:00","70674","73347"
"25.11.2016 12:00 - 25.11.2016 12:15","69785","73177"
"25.11.2016 12:15 - 25.11.2016 12:30","69649","73199"
"25.11.2016 12:30 - 25.11.2016 12:45","69465","73208"
"25.11.2016 12:45 - 25.11.2016 13:00","69428","72872"
"25.11.2016 13:00 - 25.11.2016 13:15","69137","72636"
"25.11.2016 13:15 - 25.11.2016 13:30","68885","71898"
"25.11.2016 13:30 - 25.11.2016 13:45","68531","71122"
"25.11.2016 13:45 - 25.11.2016 14:00","67740","70349"
"25.11.2016 14:00 - 25.11.2016 14:15","67507","69819"
"25.11.2016 14:15 - 25.11.2016 14:30","67161","69870"
"25.11.2016 14:30 - 25.11.2016 14:45","67344","69765"
"25.11.2016 14:45 - 25.11.2016 15:00","67102","69614"
"25.11.2016 15:00 - 25.11.2016 15:15","66369","69792"
"25.11.2016 15:15 - 25.11.2016 15:30","66770","69467"
"25.11.2016 15:30 - 25.11.2016 15:45","66473","69424"
"25.11.2016 15:45 - 25.11.2016 16:00","66319","69566"
"25.11.2016 16:00 - 25.11.2016 16:15","66851","69923"
"25.11.2016 16:15 - 25.11.2016 16:30","66724","70337"
"25.11.2016 16:30 - 25.11.2016 16:45","66703","71198"
"25.11.2016 16:45 - 25.11.2016 17:00","68862","72241"
"25.11.2016 17:00 - 25.11.2016 17:15","69744","73115"
"25.11.2016 17:15 - 25.11.2016 17:30","70000","73440"
"25.11.2016 17:30 - 25.11.2016 17:45","70340","73248"
"25.11.2016 17:45 - 25.11.2016 18:00","70207","73019"
"25.11.2016 18:00 - 25.11.2016 18:15","69724","72291"
"25.11.2016 18:15 - 25.11.2016 18:30","69633","71739"
"25.11.2016 18:30 - 25.11.2016 18:45","69472","71565"
"25.11.2016 18:45 - 25.11.2016 19:00","69036","71418"
"25.11.2016 19:00 - 25.11.2016 19:15","68608","71106"
"25.11.2016 19:15 - 25.11.2016 19:30","67819","70312"
"25.11.2016 19:30 - 25.11.2016 19:45","67101","69803"
"25.11.2016 19:45 - 25.11.2016 20:00","66456","68940"
"25.11.2016 20:00 - 25.11.2016 20:15","65259","67364"
"25.11.2016 20:15 - 25.11.2016 20:30","63847","66184"
"25.11.2016 20:30 - 25.11.2016 20:45","62616","65311"
"25.11.2016 20:45 - 25.11.2016 21:00","61878","64188"
"25.11.2016 21:00 - 25.11.2016 21:15","60517","63197"
"25.11.2016 21:15 - 25.11.2016 21:30","59965","62748"
"25.11.2016 21:30 - 25.11.2016 21:45","59738","61954"
"25.11.2016 21:45 - 25.11.2016 22:00","58846","61179"
"25.11.2016 22:00 - 25.11.2016 22:15","58465","61191"
"25.11.2016 22:15 - 25.11.2016 22:30","57772","60064"
"25.11.2016 22:30 - 25.11.2016 22:45","57001","58959"
"25.11.2016 22:45 - 25.11.2016 23:00","55621","57856"
"25.11.2016 23:00 - 25.11.2016 23:15","54363","56545"
"25.11.2016 23:15 - 25.11.2016 23:30","53166","55644"
"25.11.2016 23:30 - 25.11.2016 23:45","52167","54644"
"25.11.2016 23:45 - 26.11.2016 00:00","51133","53721"
"26.11.2016 00:00 - 26.11.2016 00:15","49918","52687"
"26.11.2016 00:15 - 26.11.2016 00:30","49233","51818"
"26.11.2016 00:30 - 26.11.2016 00:45","48476","51177"
"26.11.2016 00:45 - 26.11.2016 01:00","47857","50523"
"26.11.2016 01:00 - 26.11.2016 01:15","47248","50053"
"26.11.2016 01:15 - 26.11.2016 01:30","46779","49405"
"26.11.2016 01:30 - 26.11.2016 01:45","46441","49062"
"26.11.2016 01:45 - 26.11.2016 02:00","46166","48886"
"26.11.2016 02:00 - 26.11.2016 02:15","45796","48498"
"26.11.2016 02:15 - 26.11.2016 02:30","45485","48186"
"26.11.2016 02:30 - 26.11.2016 02:45","45533","48288"
"26.11.2016 02:45 - 26.11.2016 03:00","45614","48062"
"26.11.2016 03:00 - 26.11.2016 03:15","45557","47689"
"26.11.2016 03:15 - 26.11.2016 03:30","45510","47533"
"26.11.2016 03:30 - 26.11.2016 03:45","45534","47633"
"26.11.2016 03:45 - 26.11.2016 04:00","45632","47818"
"26.11.2016 04:00 - 26.11.2016 04:15","45879","48324"
"26.11.2016 04:15 - 26.11.2016 04:30","45872","48271"
"26.11.2016 04:30 - 26.11.2016 04:45","46197","48015"
"26.11.2016 04:45 - 26.11.2016 05:00","46264","48128"
"26.11.2016 05:00 - 26.11.2016 05:15","46674","48225"
"26.11.2016 05:15 - 26.11.2016 05:30","46459","48228"
"26.11.2016 05:30 - 26.11.2016 05:45","46696","48199"
"26.11.2016 05:45 - 26.11.2016 06:00","46902","48226"
"26.11.2016 06:00 - 26.11.2016 06:15","47336","48650"
"26.11.2016 06:15 - 26.11.2016 06:30","48190","49328"
"26.11.2016 06:30 - 26.11.2016 06:45","49089","49772"
"26.11.2016 06:45 - 26.11.2016 07:00","49948","50576"
"26.11.2016 07:00 - 26.11.2016 07:15","51063","51672"
"26.11.2016 07:15 - 26.11.2016 07:30","51840","52614"
"26.11.2016 07:30 - 26.11.2016 07:45","53283","53496"
"26.11.2016 07:45 - 26.11.2016 08:00","53778","54132"
"26.11.2016 08:00 - 26.11.2016 08:15","54874","55251"
"26.11.2016 08:15 - 26.11.2016 08:30","55758","56188"
"26.11.2016 08:30 - 26.11.2016 08:45","56599","56990"
"26.11.2016 08:45 - 26.11.2016 09:00","57049","57828"
"26.11.2016 09:00 - 26.11.2016 09:15","57602","58733"
"26.11.2016 09:15 - 26.11.2016 09:30","58179","59464"
"26.11.2016 09:30 - 26.11.2016 09:45","58649","60168"
"26.11.2016 09:45 - 26.11.2016 10:00","59051","60570"
"26.11.2016 10:00 - 26.11.2016 10:15","59440","60664"
"26.11.2016 10:15 - 26.11.2016 10:30","59681","61109"
"26.11.2016 10:30 - 26.11.2016 10:45","59750","61602"
"26.11.2016 10:45 - 26.11.2016 11:00","60074","61786"
"26.11.2016 11:00 - 26.11.2016 11:15","60308","61725"
"26.11.2016 11:15 - 26.11.2016 11:30","60676","62030"
"26.11.2016 11:30 - 26.11.2016 11:45","60738","62216"
"26.11.2016 11:45 - 26.11.2016 12:00","60306","62100"
"26.11.2016 12:00 - 26.11.2016 12:15","60270","61808"
"26.11.2016 12:15 - 26.11.2016 12:30","60290","61564"
"26.11.2016 12:30 - 26.11.2016 12:45","59710","61222"
"26.11.2016 12:45 - 26.11.2016 13:00","59249","60835"
"26.11.2016 13:00 - 26.11.2016 13:15","58917","60547"
"26.11.2016 13:15 - 26.11.2016 13:30","58240","59855"
"26.11.2016 13:30 - 26.11.2016 13:45","58097","59489"
"26.11.2016 13:45 - 26.11.2016 14:00","57249","58956"
"26.11.2016 14:00 - 26.11.2016 14:15","56752","58593"
"26.11.2016 14:15 - 26.11.2016 14:30","56228","58435"
"26.11.2016 14:30 - 26.11.2016 14:45","56063","58338"
"26.11.2016 14:45 - 26.11.2016 15:00","56380","58273"
"26.11.2016 15:00 - 26.11.2016 15:15","56662","58278"
"26.11.2016 15:15 - 26.11.2016 15:30","56133","58321"
"26.11.2016 15:30 - 26.11.2016 15:45","56127","58273"
"26.11.2016 15:45 - 26.11.2016 16:00","56290","58420"
"26.11.2016 16:00 - 26.11.2016 16:15","56744","59061"
"26.11.2016 16:15 - 26.11.2016 16:30","57314","59784"
"26.11.2016 16:30 - 26.11.2016 16:45","58298","60823"
"26.11.2016 16:45 - 26.11.2016 17:00","59206","61951"
"26.11.2016 17:00 - 26.11.2016 17:15","60125","62688"
"26.11.2016 17:15 - 26.11.2016 17:30","60881","62768"
"26.11.2016 17:30 - 26.11.2016 17:45","61380","63043"
"26.11.2016 17:45 - 26.11.2016 18:00","61261","63268"
"26.11.2016 18:00 - 26.11.2016 18:15","61263","63038"
"26.11.2016 18:15 - 26.11.2016 18:30","61234","62627"
"26.11.2016 18:30 - 26.11.2016 18:45","60965","62642"
"26.11.2016 18:45 - 26.11.2016 19:00","60791","62293"
"26.11.2016 19:00 - 26.11.2016 19:15","60244","61810"
"26.11.2016 19:15 - 26.11.2016 19:30","59960","61481"
"26.11.2016 19:30 - 26.11.2016 19:45","59310","60708"
"26.11.2016 19:45 - 26.11.2016 20:00","58434","60321"
"26.11.2016 20:00 - 26.11.2016 20:15","57476","59246"
"26.11.2016 20:15 - 26.11.2016 20:30","56624","57919"
"26.11.2016 20:30 - 26.11.2016 20:45","55585","57079"
"26.11.2016 20:45 - 26.11.2016 21:00","54969","56168"
"26.11.2016 21:00 - 26.11.2016 21:15","54268","55696"
"26.11.2016 21:15 - 26.11.2016 21:30","53785","55190"
"26.11.2016 21:30 - 26.11.2016 21:45","53641","54898"
"26.11.2016 21:45 - 26.11.2016 22:00","53520","54291"
"26.11.2016 22:00 - 26.11.2016 22:15","53611","54617"
"26.11.2016 22:15 - 26.11.2016 22:30","53069","54234"
"26.11.2016 22:30 - 26.11.2016 22:45","52358","53498"
"26.11.2016 22:45 - 26.11.2016 23:00","51276","52755"
"26.11.2016 23:00 - 26.11.2016 23:15","49882","51632"
"26.11.2016 23:15 - 26.11.2016 23:30","49029","50761"
"26.11.2016 23:30 - 26.11.2016 23:45","48188","50016"
"26.11.2016 23:45 - 27.11.2016 00:00","47441","49208"
"27.11.2016 00:00 - 27.11.2016 00:15","47043","48146"
"27.11.2016 00:15 - 27.11.2016 00:30","46237","47166"
"27.11.2016 00:30 - 27.11.2016 00:45","45644","46660"
"27.11.2016 00:45 - 27.11.2016 01:00","45054","46136"
"27.11.2016 01:00 - 27.11.2016 01:15","44480","45341"
"27.11.2016 01:15 - 27.11.2016 01:30","44002","45105"
"27.11.2016 01:30 - 27.11.2016 01:45","43649","44737"
"27.11.2016 01:45 - 27.11.2016 02:00","43381","44491"
"27.11.2016 02:00 - 27.11.2016 02:15","43042","44086"
"27.11.2016 02:15 - 27.11.2016 02:30","42738","43820"
"27.11.2016 02:30 - 27.11.2016 02:45","42675","43857"
"27.11.2016 02:45 - 27.11.2016 03:00","42591","43791"
"27.11.2016 03:00 - 27.11.2016 03:15","42590","43723"
"27.11.2016 03:15 - 27.11.2016 03:30","42510","43756"
"27.11.2016 03:30 - 27.11.2016 03:45","42614","43841"
"27.11.2016 03:45 - 27.11.2016 04:00","42514","43778"
"27.11.2016 04:00 - 27.11.2016 04:15","42706","43948"
"27.11.2016 04:15 - 27.11.2016 04:30","42714","43736"
"27.11.2016 04:30 - 27.11.2016 04:45","42891","44009"
"27.11.2016 04:45 - 27.11.2016 05:00","42943","43802"
"27.11.2016 05:00 - 27.11.2016 05:15","43101","43842"
"27.11.2016 05:15 - 27.11.2016 05:30","42857","43635"
"27.11.2016 05:30 - 27.11.2016 05:45","42911","43374"
"27.11.2016 05:45 - 27.11.2016 06:00","42650","43238"
"27.11.2016 06:00 - 27.11.2016 06:15","42514","43119"
"27.11.2016 06:15 - 27.11.2016 06:30","43067","43028"
"27.11.2016 06:30 - 27.11.2016 06:45","43616","43083"
"27.11.2016 06:45 - 27.11.2016 07:00","44038","43538"
"27.11.2016 07:00 - 27.11.2016 07:15","45066","44287"
"27.11.2016 07:15 - 27.11.2016 07:30","45623","44867"
"27.11.2016 07:30 - 27.11.2016 07:45","46697","45397"
"27.11.2016 07:45 - 27.11.2016 08:00","47247","45872"
"27.11.2016 08:00 - 27.11.2016 08:15","48010","47442"
"27.11.2016 08:15 - 27.11.2016 08:30","48868","48033"
"27.11.2016 08:30 - 27.11.2016 08:45","49690","48881"
"27.11.2016 08:45 - 27.11.2016 09:00","50219","49587"
"27.11.2016 09:00 - 27.11.2016 09:15","50891","50781"
"27.11.2016 09:15 - 27.11.2016 09:30","51887","51329"
"27.11.2016 09:30 - 27.11.2016 09:45","52234","52057"
"27.11.2016 09:45 - 27.11.2016 10:00","52656","52850"
"27.11.2016 10:00 - 27.11.2016 10:15","53097","53474"
"27.11.2016 10:15 - 27.11.2016 10:30","53761","54011"
"27.11.2016 10:30 - 27.11.2016 10:45","54302","54399"
"27.11.2016 10:45 - 27.11.2016 11:00","54884","55147"
"27.11.2016 11:00 - 27.11.2016 11:15","55430","55691"
"27.11.2016 11:15 - 27.11.2016 11:30","56108","56508"
"27.11.2016 11:30 - 27.11.2016 11:45","56476","56972"
"27.11.2016 11:45 - 27.11.2016 12:00","56351","57173"
"27.11.2016 12:00 - 27.11.2016 12:15","56241","57055"
"27.11.2016 12:15 - 27.11.2016 12:30","56374","56606"
"27.11.2016 12:30 - 27.11.2016 12:45","55649","56273"
"27.11.2016 12:45 - 27.11.2016 13:00","55024","55686"
"27.11.2016 13:00 - 27.11.2016 13:15","54593","55287"
"27.11.2016 13:15 - 27.11.2016 13:30","54152","54832"
"27.11.2016 13:30 - 27.11.2016 13:45","53840","54319"
"27.11.2016 13:45 - 27.11.2016 14:00","53019","53923"
"27.11.2016 14:00 - 27.11.2016 14:15","52356","53692"
"27.11.2016 14:15 - 27.11.2016 14:30","52036","53130"
"27.11.2016 14:30 - 27.11.2016 14:45","52464","52664"
"27.11.2016 14:45 - 27.11.2016 15:00","52373","52466"
"27.11.2016 15:00 - 27.11.2016 15:15","52832","52531"
"27.11.2016 15:15 - 27.11.2016 15:30","52143","52417"
"27.11.2016 15:30 - 27.11.2016 15:45","52011","52319"
"27.11.2016 15:45 - 27.11.2016 16:00","52076","52340"
"27.11.2016 16:00 - 27.11.2016 16:15","52970","53078"
"27.11.2016 16:15 - 27.11.2016 16:30","53714","54264"
"27.11.2016 16:30 - 27.11.2016 16:45","54797","55754"
"27.11.2016 16:45 - 27.11.2016 17:00","55940","57050"
"27.11.2016 17:00 - 27.11.2016 17:15","57373","58000"
"27.11.2016 17:15 - 27.11.2016 17:30","57907","58678"
"27.11.2016 17:30 - 27.11.2016 17:45","58913","59181"
"27.11.2016 17:45 - 27.11.2016 18:00","59039","59416"
"27.11.2016 18:00 - 27.11.2016 18:15","59285","59664"
"27.11.2016 18:15 - 27.11.2016 18:30","59610","59700"
"27.11.2016 18:30 - 27.11.2016 18:45","59519","59720"
"27.11.2016 18:45 - 27.11.2016 19:00","59265","59567"
"27.11.2016 19:00 - 27.11.2016 19:15","58877","59003"
"27.11.2016 19:15 - 27.11.2016 19:30","58619","58651"
"27.11.2016 19:30 - 27.11.2016 19:45","58138","58606"
"27.11.2016 19:45 - 27.11.2016 20:00","57341","58379"
"27.11.2016 20:00 - 27.11.2016 20:15","57011","57975"
"27.11.2016 20:15 - 27.11.2016 20:30","56297","56912"
"27.11.2016 20:30 - 27.11.2016 20:45","55027","56188"
"27.11.2016 20:45 - 27.11.2016 21:00","54607","55819"
"27.11.2016 21:00 - 27.11.2016 21:15","53825","55180"
"27.11.2016 21:15 - 27.11.2016 21:30","53702","54967"
"27.11.2016 21:30 - 27.11.2016 21:45","53507","54959"
"27.11.2016 21:45 - 27.11.2016 22:00","53430","54888"
"27.11.2016 22:00 - 27.11.2016 22:15","54124","55824"
"27.11.2016 22:15 - 27.11.2016 22:30","53519","55250"
"27.11.2016 22:30 - 27.11.2016 22:45","52528","54695"
"27.11.2016 22:45 - 27.11.2016 23:00","51497","53717"
"27.11.2016 23:00 - 27.11.2016 23:15","50404","52734"
"27.11.2016 23:15 - 27.11.2016 23:30","49311","51852"
"27.11.2016 23:30 - 27.11.2016 23:45","48313","50967"
"27.11.2016 23:45 - 28.11.2016 00:00","47593","50280"
"28.11.2016 00:00 - 28.11.2016 00:15","47143","49594"
"28.11.2016 00:15 - 28.11.2016 00:30","46616","48985"
"28.11.2016 00:30 - 28.11.2016 00:45","46146","48594"
"28.11.2016 00:45 - 28.11.2016 01:00","45617","48211"
"28.11.2016 01:00 - 28.11.2016 01:15","45190","47646"
"28.11.2016 01:15 - 28.11.2016 01:30","44852","47302"
"28.11.2016 01:30 - 28.11.2016 01:45","44585","47302"
"28.11.2016 01:45 - 28.11.2016 02:00","44383","46972"
"28.11.2016 02:00 - 28.11.2016 02:15","44263","46909"
"28.11.2016 02:15 - 28.11.2016 02:30","44043","47069"
"28.11.2016 02:30 - 28.11.2016 02:45","44159","47049"
"28.11.2016 02:45 - 28.11.2016 03:00","44289","47006"
"28.11.2016 03:00 - 28.11.2016 03:15","44439","47270"
"28.11.2016 03:15 - 28.11.2016 03:30","44334","47437"
"28.11.2016 03:30 - 28.11.2016 03:45","44707","47739"
"28.11.2016 03:45 - 28.11.2016 04:00","44865","48312"
"28.11.2016 04:00 - 28.11.2016 04:15","45466","48988"
"28.11.2016 04:15 - 28.11.2016 04:30","46028","49405"
"28.11.2016 04:30 - 28.11.2016 04:45","46512","50107"
"28.11.2016 04:45 - 28.11.2016 05:00","47059","51086"
"28.11.2016 05:00 - 28.11.2016 05:15","48485","52613"
"28.11.2016 05:15 - 28.11.2016 05:30","49086","53504"
"28.11.2016 05:30 - 28.11.2016 05:45","50514","54817"
"28.11.2016 05:45 - 28.11.2016 06:00","52250","56654"
"28.11.2016 06:00 - 28.11.2016 06:15","55497","59818"
"28.11.2016 06:15 - 28.11.2016 06:30","58052","62623"
"28.11.2016 06:30 - 28.11.2016 06:45","60118","64850"
"28.11.2016 06:45 - 28.11.2016 07:00","62098","66836"
"28.11.2016 07:00 - 28.11.2016 07:15","64401","68857"
"28.11.2016 07:15 - 28.11.2016 07:30","65752","70366"
"28.11.2016 07:30 - 28.11.2016 07:45","66427","71204"
"28.11.2016 07:45 - 28.11.2016 08:00","67124","71605"
"28.11.2016 08:00 - 28.11.2016 08:15","68319","72013"
"28.11.2016 08:15 - 28.11.2016 08:30","68535","72276"
"28.11.2016 08:30 - 28.11.2016 08:45","68561","72511"
"28.11.2016 08:45 - 28.11.2016 09:00","68605","72388"
"28.11.2016 09:00 - 28.11.2016 09:15","68425","71839"
"28.11.2016 09:15 - 28.11.2016 09:30","68590","71990"
"28.11.2016 09:30 - 28.11.2016 09:45","68914","72398"
"28.11.2016 09:45 - 28.11.2016 10:00","69194","72538"
"28.11.2016 10:00 - 28.11.2016 10:15","69343","72439"
"28.11.2016 10:15 - 28.11.2016 10:30","69382","72481"
"28.11.2016 10:30 - 28.11.2016 10:45","69822","72646"
"28.11.2016 10:45 - 28.11.2016 11:00","70209","73068"
"28.11.2016 11:00 - 28.11.2016 11:15","70349","72897"
"28.11.2016 11:15 - 28.11.2016 11:30","70614","73233"
"28.11.2016 11:30 - 28.11.2016 11:45","70868","73482"
"28.11.2016 11:45 - 28.11.2016 12:00","71278","73645"
"28.11.2016 12:00 - 28.11.2016 12:15","70105","73065"
"28.11.2016 12:15 - 28.11.2016 12:30","70214","72952"
"28.11.2016 12:30 - 28.11.2016 12:45","69930","72769"
"28.11.2016 12:45 - 28.11.2016 13:00","69658","72783"
"28.11.2016 13:00 - 28.11.2016 13:15","69945","73024"
"28.11.2016 13:15 - 28.11.2016 13:30","69253","72806"
"28.11.2016 13:30 - 28.11.2016 13:45","69005","72364"
"28.11.2016 13:45 - 28.11.2016 14:00","68701","71797"
"28.11.2016 14:00 - 28.11.2016 14:15","68337","71613"
"28.11.2016 14:15 - 28.11.2016 14:30","68077","71444"
"28.11.2016 14:30 - 28.11.2016 14:45","67849","71366"
"28.11.2016 14:45 - 28.11.2016 15:00","67415","71358"
"28.11.2016 15:00 - 28.11.2016 15:15","66395","71430"
"28.11.2016 15:15 - 28.11.2016 15:30","67677","71120"
"28.11.2016 15:30 - 28.11.2016 15:45","67576","71212"
