"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"14.01.2016 10:30 - 14.01.2016 10:45","67062","71852"
"14.01.2016 10:45 - 14.01.2016 11:00","66858","72024"
"14.01.2016 11:00 - 14.01.2016 11:15","67458","72073"
"14.01.2016 11:15 - 14.01.2016 11:30","67747","72531"
"14.01.2016 11:30 - 14.01.2016 11:45","67952","72459"
"14.01.2016 11:45 - 14.01.2016 12:00","67554","72661"
"14.01.2016 12:00 - 14.01.2016 12:15","67574","72319"
"14.01.2016 12:15 - 14.01.2016 12:30","67202","72282"
"14.01.2016 12:30 - 14.01.2016 12:45","67358","71859"
"14.01.2016 12:45 - 14.01.2016 13:00","67835","72070"
"14.01.2016 13:00 - 14.01.2016 13:15","67599","72335"
"14.01.2016 13:15 - 14.01.2016 13:30","67010","72082"
"14.01.2016 13:30 - 14.01.2016 13:45","66928","71768"
"14.01.2016 13:45 - 14.01.2016 14:00","66194","71177"
"14.01.2016 14:00 - 14.01.2016 14:15","65491","71380"
"14.01.2016 14:15 - 14.01.2016 14:30","65680","71467"
"14.01.2016 14:30 - 14.01.2016 14:45","65557","71242"
"14.01.2016 14:45 - 14.01.2016 15:00","65346","70928"
"14.01.2016 15:00 - 14.01.2016 15:15","65032","70875"
"14.01.2016 15:15 - 14.01.2016 15:30","65068","70340"
"14.01.2016 15:30 - 14.01.2016 15:45","64851","70195"
"14.01.2016 15:45 - 14.01.2016 16:00","63444","70073"
"14.01.2016 16:00 - 14.01.2016 16:15","64300","70016"
"14.01.2016 16:15 - 14.01.2016 16:30","64109","70240"
"14.01.2016 16:30 - 14.01.2016 16:45","65363","70704"
"14.01.2016 16:45 - 14.01.2016 17:00","66049","72073"
"14.01.2016 17:00 - 14.01.2016 17:15","67273","73148"
"14.01.2016 17:15 - 14.01.2016 17:30","68035","74121"
"14.01.2016 17:30 - 14.01.2016 17:45","68844","74482"
"14.01.2016 17:45 - 14.01.2016 18:00","69068","74529"
"14.01.2016 18:00 - 14.01.2016 18:15","68793","74134"
"14.01.2016 18:15 - 14.01.2016 18:30","68536","74162"
"14.01.2016 18:30 - 14.01.2016 18:45","68666","74211"
"14.01.2016 18:45 - 14.01.2016 19:00","68129","74224"
"14.01.2016 19:00 - 14.01.2016 19:15","68696","73770"
"14.01.2016 19:15 - 14.01.2016 19:30","67204","72764"
"14.01.2016 19:30 - 14.01.2016 19:45","66556","71908"
"14.01.2016 19:45 - 14.01.2016 20:00","66199","71393"
"14.01.2016 20:00 - 14.01.2016 20:15","64486","70215"
"14.01.2016 20:15 - 14.01.2016 20:30","63222","68760"
"14.01.2016 20:30 - 14.01.2016 20:45","61923","67437"
"14.01.2016 20:45 - 14.01.2016 21:00","61169","66491"
"14.01.2016 21:00 - 14.01.2016 21:15","60303","65962"
"14.01.2016 21:15 - 14.01.2016 21:30","59600","65074"
"14.01.2016 21:30 - 14.01.2016 21:45","58758","64059"
"14.01.2016 21:45 - 14.01.2016 22:00","58255","63600"
"14.01.2016 22:00 - 14.01.2016 22:15","57898","63206"
"14.01.2016 22:15 - 14.01.2016 22:30","57796","62500"
"14.01.2016 22:30 - 14.01.2016 22:45","56710","61454"
"14.01.2016 22:45 - 14.01.2016 23:00","55713","60167"
"14.01.2016 23:00 - 14.01.2016 23:15","54720","58924"
"14.01.2016 23:15 - 14.01.2016 23:30","53675","57824"
"14.01.2016 23:30 - 14.01.2016 23:45","52815","56896"
"14.01.2016 23:45 - 15.01.2016 00:00","51617","55899"
"15.01.2016 00:00 - 15.01.2016 00:15","50141","55140"
"15.01.2016 00:15 - 15.01.2016 00:30","49467","54416"
"15.01.2016 00:30 - 15.01.2016 00:45","49125","53693"
"15.01.2016 00:45 - 15.01.2016 01:00","48485","53110"
"15.01.2016 01:00 - 15.01.2016 01:15","47850","52437"
"15.01.2016 01:15 - 15.01.2016 01:30","47386","52124"
"15.01.2016 01:30 - 15.01.2016 01:45","47385","51745"
"15.01.2016 01:45 - 15.01.2016 02:00","47115","51574"
"15.01.2016 02:00 - 15.01.2016 02:15","47024","50937"
"15.01.2016 02:15 - 15.01.2016 02:30","46745","50927"
"15.01.2016 02:30 - 15.01.2016 02:45","46534","51034"
"15.01.2016 02:45 - 15.01.2016 03:00","46466","50923"
"15.01.2016 03:00 - 15.01.2016 03:15","46740","51067"
"15.01.2016 03:15 - 15.01.2016 03:30","46916","51086"
"15.01.2016 03:30 - 15.01.2016 03:45","46987","51411"
"15.01.2016 03:45 - 15.01.2016 04:00","47092","51543"
"15.01.2016 04:00 - 15.01.2016 04:15","47644","51952"
"15.01.2016 04:15 - 15.01.2016 04:30","48366","52142"
"15.01.2016 04:30 - 15.01.2016 04:45","47682","52814"
"15.01.2016 04:45 - 15.01.2016 05:00","48198","53332"
"15.01.2016 05:00 - 15.01.2016 05:15","49667","54489"
"15.01.2016 05:15 - 15.01.2016 05:30","49736","54985"
"15.01.2016 05:30 - 15.01.2016 05:45","51039","56326"
"15.01.2016 05:45 - 15.01.2016 06:00","51798","57520"
"15.01.2016 06:00 - 15.01.2016 06:15","54697","60333"
"15.01.2016 06:15 - 15.01.2016 06:30","56462","62436"
"15.01.2016 06:30 - 15.01.2016 06:45","58784","64409"
"15.01.2016 06:45 - 15.01.2016 07:00","60826","66428"
"15.01.2016 07:00 - 15.01.2016 07:15","61984","68566"
"15.01.2016 07:15 - 15.01.2016 07:30","63125","69835"
"15.01.2016 07:30 - 15.01.2016 07:45","64680","71130"
"15.01.2016 07:45 - 15.01.2016 08:00","64855","72003"
"15.01.2016 08:00 - 15.01.2016 08:15","66616","72849"
"15.01.2016 08:15 - 15.01.2016 08:30","66632","73172"
"15.01.2016 08:30 - 15.01.2016 08:45","66258","73463"
"15.01.2016 08:45 - 15.01.2016 09:00","66325","73393"
"15.01.2016 09:00 - 15.01.2016 09:15","66363","72998"
"15.01.2016 09:15 - 15.01.2016 09:30","65356","73114"
"15.01.2016 09:30 - 15.01.2016 09:45","65905","73255"
"15.01.2016 09:45 - 15.01.2016 10:00","65994","73200"
"15.01.2016 10:00 - 15.01.2016 10:15","66085","73234"
"15.01.2016 10:15 - 15.01.2016 10:30","65710","73429"
"15.01.2016 10:30 - 15.01.2016 10:45","66487","73774"
"15.01.2016 10:45 - 15.01.2016 11:00","66571","73946"
"15.01.2016 11:00 - 15.01.2016 11:15","66818","74120"
"15.01.2016 11:15 - 15.01.2016 11:30","67481","74089"
"15.01.2016 11:30 - 15.01.2016 11:45","67031","74386"
"15.01.2016 11:45 - 15.01.2016 12:00","67342","74337"
"15.01.2016 12:00 - 15.01.2016 12:15","66895","73944"
"15.01.2016 12:15 - 15.01.2016 12:30","66678","73619"
"15.01.2016 12:30 - 15.01.2016 12:45","66690","73473"
"15.01.2016 12:45 - 15.01.2016 13:00","66979","73458"
"15.01.2016 13:00 - 15.01.2016 13:15","66386","73292"
"15.01.2016 13:15 - 15.01.2016 13:30","65791","72648"
"15.01.2016 13:30 - 15.01.2016 13:45","65429","72359"
"15.01.2016 13:45 - 15.01.2016 14:00","64657","71918"
"15.01.2016 14:00 - 15.01.2016 14:15","64035","72216"
"15.01.2016 14:15 - 15.01.2016 14:30","64130","72013"
"15.01.2016 14:30 - 15.01.2016 14:45","64196","71312"
"15.01.2016 14:45 - 15.01.2016 15:00","64202","71114"
"15.01.2016 15:00 - 15.01.2016 15:15","63769","70846"
"15.01.2016 15:15 - 15.01.2016 15:30","63240","70567"
"15.01.2016 15:30 - 15.01.2016 15:45","64463","70263"
"15.01.2016 15:45 - 15.01.2016 16:00","63518","70279"
"15.01.2016 16:00 - 15.01.2016 16:15","64243","70284"
"15.01.2016 16:15 - 15.01.2016 16:30","64120","70541"
"15.01.2016 16:30 - 15.01.2016 16:45","65321","70902"
"15.01.2016 16:45 - 15.01.2016 17:00","65910","71210"
"15.01.2016 17:00 - 15.01.2016 17:15","67221","72184"
"15.01.2016 17:15 - 15.01.2016 17:30","67423","72880"
"15.01.2016 17:30 - 15.01.2016 17:45","68172","73042"
"15.01.2016 17:45 - 15.01.2016 18:00","68949","72953"
"15.01.2016 18:00 - 15.01.2016 18:15","68373","72425"
"15.01.2016 18:15 - 15.01.2016 18:30","67924","72154"
"15.01.2016 18:30 - 15.01.2016 18:45","68146","72205"
"15.01.2016 18:45 - 15.01.2016 19:00","67658","71683"
"15.01.2016 19:00 - 15.01.2016 19:15","68364","71083"
"15.01.2016 19:15 - 15.01.2016 19:30","66991","70350"
"15.01.2016 19:30 - 15.01.2016 19:45","66246","69501"
"15.01.2016 19:45 - 15.01.2016 20:00","65857","68858"
"15.01.2016 20:00 - 15.01.2016 20:15","64308","67368"
"15.01.2016 20:15 - 15.01.2016 20:30","63189","66068"
"15.01.2016 20:30 - 15.01.2016 20:45","61710","65144"
"15.01.2016 20:45 - 15.01.2016 21:00","60922","63882"
"15.01.2016 21:00 - 15.01.2016 21:15","59826","63387"
"15.01.2016 21:15 - 15.01.2016 21:30","59587","62509"
"15.01.2016 21:30 - 15.01.2016 21:45","58653","61789"
"15.01.2016 21:45 - 15.01.2016 22:00","58134","61166"
"15.01.2016 22:00 - 15.01.2016 22:15","57756","61310"
"15.01.2016 22:15 - 15.01.2016 22:30","57672","60645"
"15.01.2016 22:30 - 15.01.2016 22:45","56905","59695"
"15.01.2016 22:45 - 15.01.2016 23:00","55603","59134"
"15.01.2016 23:00 - 15.01.2016 23:15","54544","57725"
"15.01.2016 23:15 - 15.01.2016 23:30","53639","56753"
"15.01.2016 23:30 - 15.01.2016 23:45","52835","55853"
"15.01.2016 23:45 - 16.01.2016 00:00","51696","55123"
"16.01.2016 00:00 - 16.01.2016 00:15","50512","54110"
"16.01.2016 00:15 - 16.01.2016 00:30","50062","53312"
"16.01.2016 00:30 - 16.01.2016 00:45","49561","52761"
"16.01.2016 00:45 - 16.01.2016 01:00","49133","51978"
"16.01.2016 01:00 - 16.01.2016 01:15","48191","51187"
"16.01.2016 01:15 - 16.01.2016 01:30","47609","50834"
"16.01.2016 01:30 - 16.01.2016 01:45","47623","50755"
"16.01.2016 01:45 - 16.01.2016 02:00","47358","50389"
"16.01.2016 02:00 - 16.01.2016 02:15","46906","49883"
"16.01.2016 02:15 - 16.01.2016 02:30","46419","49672"
"16.01.2016 02:30 - 16.01.2016 02:45","46143","49689"
"16.01.2016 02:45 - 16.01.2016 03:00","45988","49642"
"16.01.2016 03:00 - 16.01.2016 03:15","46261","49113"
"16.01.2016 03:15 - 16.01.2016 03:30","46340","49072"
"16.01.2016 03:30 - 16.01.2016 03:45","46333","49058"
"16.01.2016 03:45 - 16.01.2016 04:00","46309","48792"
"16.01.2016 04:00 - 16.01.2016 04:15","46823","48813"
"16.01.2016 04:15 - 16.01.2016 04:30","47007","48600"
"16.01.2016 04:30 - 16.01.2016 04:45","46300","48714"
"16.01.2016 04:45 - 16.01.2016 05:00","46791","48552"
"16.01.2016 05:00 - 16.01.2016 05:15","47864","48656"
"16.01.2016 05:15 - 16.01.2016 05:30","46935","48279"
"16.01.2016 05:30 - 16.01.2016 05:45","47187","48278"
"16.01.2016 05:45 - 16.01.2016 06:00","47241","48155"
"16.01.2016 06:00 - 16.01.2016 06:15","48054","48429"
"16.01.2016 06:15 - 16.01.2016 06:30","49070","48715"
"16.01.2016 06:30 - 16.01.2016 06:45","50190","49459"
"16.01.2016 06:45 - 16.01.2016 07:00","50914","50084"
"16.01.2016 07:00 - 16.01.2016 07:15","52051","51075"
"16.01.2016 07:15 - 16.01.2016 07:30","52807","51827"
"16.01.2016 07:30 - 16.01.2016 07:45","53936","52670"
"16.01.2016 07:45 - 16.01.2016 08:00","54077","53475"
"16.01.2016 08:00 - 16.01.2016 08:15","55370","54737"
"16.01.2016 08:15 - 16.01.2016 08:30","55741","55282"
"16.01.2016 08:30 - 16.01.2016 08:45","55991","56103"
"16.01.2016 08:45 - 16.01.2016 09:00","56102","56845"
"16.01.2016 09:00 - 16.01.2016 09:15","56790","58051"
"16.01.2016 09:15 - 16.01.2016 09:30","57279","58901"
"16.01.2016 09:30 - 16.01.2016 09:45","57578","59601"
"16.01.2016 09:45 - 16.01.2016 10:00","58067","60180"
"16.01.2016 10:00 - 16.01.2016 10:15","58239","60613"
"16.01.2016 10:15 - 16.01.2016 10:30","58227","60882"
"16.01.2016 10:30 - 16.01.2016 10:45","58691","61294"
"16.01.2016 10:45 - 16.01.2016 11:00","58609","61436"
"16.01.2016 11:00 - 16.01.2016 11:15","59030","61430"
"16.01.2016 11:15 - 16.01.2016 11:30","59184","61664"
"16.01.2016 11:30 - 16.01.2016 11:45","59351","61951"
"16.01.2016 11:45 - 16.01.2016 12:00","59230","61721"
"16.01.2016 12:00 - 16.01.2016 12:15","58956","61504"
"16.01.2016 12:15 - 16.01.2016 12:30","58683","61645"
"16.01.2016 12:30 - 16.01.2016 12:45","58761","61635"
"16.01.2016 12:45 - 16.01.2016 13:00","58876","61256"
"16.01.2016 13:00 - 16.01.2016 13:15","58149","60871"
"16.01.2016 13:15 - 16.01.2016 13:30","57774","60176"
"16.01.2016 13:30 - 16.01.2016 13:45","57560","59789"
"16.01.2016 13:45 - 16.01.2016 14:00","57511","59116"
"16.01.2016 14:00 - 16.01.2016 14:15","56780","59103"
"16.01.2016 14:15 - 16.01.2016 14:30","56539","58648"
"16.01.2016 14:30 - 16.01.2016 14:45","56516","58274"
"16.01.2016 14:45 - 16.01.2016 15:00","56094","58023"
"16.01.2016 15:00 - 16.01.2016 15:15","56342","58331"
"16.01.2016 15:15 - 16.01.2016 15:30","55850","58291"
"16.01.2016 15:30 - 16.01.2016 15:45","55890","58285"
"16.01.2016 15:45 - 16.01.2016 16:00","55222","57894"
"16.01.2016 16:00 - 16.01.2016 16:15","55380","58402"
"16.01.2016 16:15 - 16.01.2016 16:30","55926","58556"
"16.01.2016 16:30 - 16.01.2016 16:45","56805","59366"
"16.01.2016 16:45 - 16.01.2016 17:00","57829","60323"
"16.01.2016 17:00 - 16.01.2016 17:15","59304","61834"
"16.01.2016 17:15 - 16.01.2016 17:30","60225","62897"
"16.01.2016 17:30 - 16.01.2016 17:45","60768","63777"
"16.01.2016 17:45 - 16.01.2016 18:00","60975","64047"
"16.01.2016 18:00 - 16.01.2016 18:15","60949","64214"
"16.01.2016 18:15 - 16.01.2016 18:30","60846","64070"
"16.01.2016 18:30 - 16.01.2016 18:45","60941","64030"
"16.01.2016 18:45 - 16.01.2016 19:00","60593","63559"
"16.01.2016 19:00 - 16.01.2016 19:15","60766","62915"
"16.01.2016 19:15 - 16.01.2016 19:30","59975","62138"
"16.01.2016 19:30 - 16.01.2016 19:45","59174","61529"
"16.01.2016 19:45 - 16.01.2016 20:00","59212","60770"
"16.01.2016 20:00 - 16.01.2016 20:15","57993","59952"
"16.01.2016 20:15 - 16.01.2016 20:30","56658","58326"
"16.01.2016 20:30 - 16.01.2016 20:45","55672","57534"
"16.01.2016 20:45 - 16.01.2016 21:00","54976","56809"
"16.01.2016 21:00 - 16.01.2016 21:15","54539","56390"
"16.01.2016 21:15 - 16.01.2016 21:30","54206","56170"
"16.01.2016 21:30 - 16.01.2016 21:45","53480","55661"
"16.01.2016 21:45 - 16.01.2016 22:00","53710","55324"
"16.01.2016 22:00 - 16.01.2016 22:15","53195","56003"
"16.01.2016 22:15 - 16.01.2016 22:30","53479","55424"
"16.01.2016 22:30 - 16.01.2016 22:45","52700","54901"
"16.01.2016 22:45 - 16.01.2016 23:00","52107","54204"
"16.01.2016 23:00 - 16.01.2016 23:15","51183","53105"
"16.01.2016 23:15 - 16.01.2016 23:30","50727","52396"
"16.01.2016 23:30 - 16.01.2016 23:45","49740","51749"
"16.01.2016 23:45 - 17.01.2016 00:00","48546","51030"
"17.01.2016 00:00 - 17.01.2016 00:15","47407","50149"
"17.01.2016 00:15 - 17.01.2016 00:30","46910","49354"
"17.01.2016 00:30 - 17.01.2016 00:45","46423","48801"
"17.01.2016 00:45 - 17.01.2016 01:00","45804","48211"
"17.01.2016 01:00 - 17.01.2016 01:15","45167","47793"
"17.01.2016 01:15 - 17.01.2016 01:30","44757","47324"
"17.01.2016 01:30 - 17.01.2016 01:45","44348","47061"
"17.01.2016 01:45 - 17.01.2016 02:00","44138","46840"
"17.01.2016 02:00 - 17.01.2016 02:15","43809","46465"
"17.01.2016 02:15 - 17.01.2016 02:30","43697","46025"
"17.01.2016 02:30 - 17.01.2016 02:45","43467","45991"
"17.01.2016 02:45 - 17.01.2016 03:00","43187","46011"
"17.01.2016 03:00 - 17.01.2016 03:15","43240","45724"
"17.01.2016 03:15 - 17.01.2016 03:30","43467","45466"
"17.01.2016 03:30 - 17.01.2016 03:45","43717","45239"
"17.01.2016 03:45 - 17.01.2016 04:00","43473","45406"
"17.01.2016 04:00 - 17.01.2016 04:15","43604","45383"
"17.01.2016 04:15 - 17.01.2016 04:30","43629","45073"
"17.01.2016 04:30 - 17.01.2016 04:45","43517","45196"
"17.01.2016 04:45 - 17.01.2016 05:00","43686","45050"
"17.01.2016 05:00 - 17.01.2016 05:15","44203","45001"
"17.01.2016 05:15 - 17.01.2016 05:30","43724","44709"
"17.01.2016 05:30 - 17.01.2016 05:45","43635","44645"
"17.01.2016 05:45 - 17.01.2016 06:00","43614","44123"
"17.01.2016 06:00 - 17.01.2016 06:15","43926","43520"
"17.01.2016 06:15 - 17.01.2016 06:30","44369","43272"
"17.01.2016 06:30 - 17.01.2016 06:45","45238","43613"
"17.01.2016 06:45 - 17.01.2016 07:00","45858","43941"
"17.01.2016 07:00 - 17.01.2016 07:15","46788","44491"
"17.01.2016 07:15 - 17.01.2016 07:30","47410","44906"
"17.01.2016 07:30 - 17.01.2016 07:45","48516","45682"
"17.01.2016 07:45 - 17.01.2016 08:00","49037","46564"
"17.01.2016 08:00 - 17.01.2016 08:15","49746","47626"
"17.01.2016 08:15 - 17.01.2016 08:30","50013","48026"
"17.01.2016 08:30 - 17.01.2016 08:45","50730","49111"
"17.01.2016 08:45 - 17.01.2016 09:00","51283","49921"
"17.01.2016 09:00 - 17.01.2016 09:15","52151","51190"
"17.01.2016 09:15 - 17.01.2016 09:30","52790","51897"
"17.01.2016 09:30 - 17.01.2016 09:45","53095","52788"
"17.01.2016 09:45 - 17.01.2016 10:00","53804","53465"
"17.01.2016 10:00 - 17.01.2016 10:15","54060","54419"
"17.01.2016 10:15 - 17.01.2016 10:30","54679","54921"
"17.01.2016 10:30 - 17.01.2016 10:45","55355","55580"
"17.01.2016 10:45 - 17.01.2016 11:00","55618","56206"
"17.01.2016 11:00 - 17.01.2016 11:15","56011","56823"
"17.01.2016 11:15 - 17.01.2016 11:30","56398","57532"
"17.01.2016 11:30 - 17.01.2016 11:45","56669","58067"
"17.01.2016 11:45 - 17.01.2016 12:00","56866","58059"
"17.01.2016 12:00 - 17.01.2016 12:15","56907","57837"
"17.01.2016 12:15 - 17.01.2016 12:30","56375","57679"
"17.01.2016 12:30 - 17.01.2016 12:45","56163","57338"
"17.01.2016 12:45 - 17.01.2016 13:00","55935","56699"
"17.01.2016 13:00 - 17.01.2016 13:15","55201","56127"
"17.01.2016 13:15 - 17.01.2016 13:30","54671","55604"
"17.01.2016 13:30 - 17.01.2016 13:45","54368","55157"
"17.01.2016 13:45 - 17.01.2016 14:00","53862","54622"
"17.01.2016 14:00 - 17.01.2016 14:15","53702","54392"
"17.01.2016 14:15 - 17.01.2016 14:30","53269","54312"
"17.01.2016 14:30 - 17.01.2016 14:45","53568","53920"
"17.01.2016 14:45 - 17.01.2016 15:00","53054","53468"
"17.01.2016 15:00 - 17.01.2016 15:15","52863","53778"
"17.01.2016 15:15 - 17.01.2016 15:30","52779","53611"
"17.01.2016 15:30 - 17.01.2016 15:45","52882","53631"
"17.01.2016 15:45 - 17.01.2016 16:00","52979","53530"
"17.01.2016 16:00 - 17.01.2016 16:15","52633","53706"
"17.01.2016 16:15 - 17.01.2016 16:30","53227","54035"
"17.01.2016 16:30 - 17.01.2016 16:45","53883","54789"
"17.01.2016 16:45 - 17.01.2016 17:00","54833","55987"
"17.01.2016 17:00 - 17.01.2016 17:15","56625","57500"
"17.01.2016 17:15 - 17.01.2016 17:30","57166","59174"
"17.01.2016 17:30 - 17.01.2016 17:45","57932","60224"
"17.01.2016 17:45 - 17.01.2016 18:00","58369","61001"
"17.01.2016 18:00 - 17.01.2016 18:15","58416","61310"
"17.01.2016 18:15 - 17.01.2016 18:30","58552","61388"
"17.01.2016 18:30 - 17.01.2016 18:45","58854","61441"
"17.01.2016 18:45 - 17.01.2016 19:00","58577","61209"
"17.01.2016 19:00 - 17.01.2016 19:15","58756","60826"
"17.01.2016 19:15 - 17.01.2016 19:30","58048","60444"
"17.01.2016 19:30 - 17.01.2016 19:45","57510","60089"
"17.01.2016 19:45 - 17.01.2016 20:00","57567","59308"
"17.01.2016 20:00 - 17.01.2016 20:15","56688","58816"
"17.01.2016 20:15 - 17.01.2016 20:30","55584","57776"
"17.01.2016 20:30 - 17.01.2016 20:45","54976","56892"
"17.01.2016 20:45 - 17.01.2016 21:00","54182","56357"
"17.01.2016 21:00 - 17.01.2016 21:15","53896","56250"
"17.01.2016 21:15 - 17.01.2016 21:30","53613","56014"
"17.01.2016 21:30 - 17.01.2016 21:45","53175","55735"
"17.01.2016 21:45 - 17.01.2016 22:00","53316","55793"
"17.01.2016 22:00 - 17.01.2016 22:15","53192","57215"
"17.01.2016 22:15 - 17.01.2016 22:30","53570","56947"
"17.01.2016 22:30 - 17.01.2016 22:45","52727","56232"
"17.01.2016 22:45 - 17.01.2016 23:00","51669","55488"
"17.01.2016 23:00 - 17.01.2016 23:15","50833","54877"
"17.01.2016 23:15 - 17.01.2016 23:30","50092","54189"
"17.01.2016 23:30 - 17.01.2016 23:45","49172","53636"
"17.01.2016 23:45 - 18.01.2016 00:00","48252","52930"
"18.01.2016 00:00 - 18.01.2016 00:15","47444","52324"
"18.01.2016 00:15 - 18.01.2016 00:30","47182","51829"
"18.01.2016 00:30 - 18.01.2016 00:45","46547","51663"
"18.01.2016 00:45 - 18.01.2016 01:00","45950","51183"
"18.01.2016 01:00 - 18.01.2016 01:15","45473","50773"
"18.01.2016 01:15 - 18.01.2016 01:30","45142","50501"
"18.01.2016 01:30 - 18.01.2016 01:45","44918","50163"
"18.01.2016 01:45 - 18.01.2016 02:00","44683","50037"
"18.01.2016 02:00 - 18.01.2016 02:15","44448","49653"
"18.01.2016 02:15 - 18.01.2016 02:30","44285","49684"
"18.01.2016 02:30 - 18.01.2016 02:45","44299","49691"
"18.01.2016 02:45 - 18.01.2016 03:00","44398","49541"
"18.01.2016 03:00 - 18.01.2016 03:15","44720","49617"
"18.01.2016 03:15 - 18.01.2016 03:30","44653","49716"
"18.01.2016 03:30 - 18.01.2016 03:45","44926","49852"
"18.01.2016 03:45 - 18.01.2016 04:00","44979","49753"
"18.01.2016 04:00 - 18.01.2016 04:15","45567","50602"
"18.01.2016 04:15 - 18.01.2016 04:30","46021","50843"
"18.01.2016 04:30 - 18.01.2016 04:45","46315","51428"
"18.01.2016 04:45 - 18.01.2016 05:00","46946","52248"
"18.01.2016 05:00 - 18.01.2016 05:15","48471","53435"
"18.01.2016 05:15 - 18.01.2016 05:30","48359","54265"
"18.01.2016 05:30 - 18.01.2016 05:45","49869","55997"
"18.01.2016 05:45 - 18.01.2016 06:00","51434","57530"
"18.01.2016 06:00 - 18.01.2016 06:15","54653","60249"
"18.01.2016 06:15 - 18.01.2016 06:30","56950","63115"
"18.01.2016 06:30 - 18.01.2016 06:45","59180","65766"
"18.01.2016 06:45 - 18.01.2016 07:00","61173","67701"
"18.01.2016 07:00 - 18.01.2016 07:15","62872","69592"
"18.01.2016 07:15 - 18.01.2016 07:30","64390","70763"
"18.01.2016 07:30 - 18.01.2016 07:45","62110","72072"
"18.01.2016 07:45 - 18.01.2016 08:00","62855","72828"
"18.01.2016 08:00 - 18.01.2016 08:15","64789","73443"
"18.01.2016 08:15 - 18.01.2016 08:30","65158","73956"
"18.01.2016 08:30 - 18.01.2016 08:45","65235","74009"
"18.01.2016 08:45 - 18.01.2016 09:00","65332","73913"
"18.01.2016 09:00 - 18.01.2016 09:15","65525","73370"
"18.01.2016 09:15 - 18.01.2016 09:30","65583","73548"
"18.01.2016 09:30 - 18.01.2016 09:45","66074","73795"
"18.01.2016 09:45 - 18.01.2016 10:00","66373","74033"
"18.01.2016 10:00 - 18.01.2016 10:15","66522","74106"
"18.01.2016 10:15 - 18.01.2016 10:30","66516","74420"
"18.01.2016 10:30 - 18.01.2016 10:45","67200","74318"
"18.01.2016 10:45 - 18.01.2016 11:00","67101","74426"
"18.01.2016 11:00 - 18.01.2016 11:15","67751","74604"
"18.01.2016 11:15 - 18.01.2016 11:30","68038","74690"
"18.01.2016 11:30 - 18.01.2016 11:45","68150","74565"
"18.01.2016 11:45 - 18.01.2016 12:00","68069","74560"
"18.01.2016 12:00 - 18.01.2016 12:15","67652","73873"
"18.01.2016 12:15 - 18.01.2016 12:30","67522","73484"
"18.01.2016 12:30 - 18.01.2016 12:45","67372","73446"
"18.01.2016 12:45 - 18.01.2016 13:00","67546","73323"
"18.01.2016 13:00 - 18.01.2016 13:15","67458","73680"
"18.01.2016 13:15 - 18.01.2016 13:30","66383","73414"
"18.01.2016 13:30 - 18.01.2016 13:45","66238","72874"
"18.01.2016 13:45 - 18.01.2016 14:00","66050","72260"
"18.01.2016 14:00 - 18.01.2016 14:15","65441","72128"
