"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"12.07.2017 08:15 - 12.07.2017 08:30","64586","65824"
"12.07.2017 08:30 - 12.07.2017 08:45","65071","66409"
"12.07.2017 08:45 - 12.07.2017 09:00","65274","66599"
"12.07.2017 09:00 - 12.07.2017 09:15","65254","66484"
"12.07.2017 09:15 - 12.07.2017 09:30","65717","66757"
"12.07.2017 09:30 - 12.07.2017 09:45","66338","67218"
"12.07.2017 09:45 - 12.07.2017 10:00","66628","67599"
"12.07.2017 10:00 - 12.07.2017 10:15","66966","68004"
"12.07.2017 10:15 - 12.07.2017 10:30","67394","68287"
"12.07.2017 10:30 - 12.07.2017 10:45","67584","69264"
"12.07.2017 10:45 - 12.07.2017 11:00","67898","69473"
"12.07.2017 11:00 - 12.07.2017 11:15","68149","69556"
"12.07.2017 11:15 - 12.07.2017 11:30","68627","69768"
"12.07.2017 11:30 - 12.07.2017 11:45","68977","70187"
"12.07.2017 11:45 - 12.07.2017 12:00","68477","70569"
"12.07.2017 12:00 - 12.07.2017 12:15","68539","69997"
"12.07.2017 12:15 - 12.07.2017 12:30","68369","69595"
"12.07.2017 12:30 - 12.07.2017 12:45","68020","69191"
"12.07.2017 12:45 - 12.07.2017 13:00","68079","69116"
"12.07.2017 13:00 - 12.07.2017 13:15","67821","69247"
"12.07.2017 13:15 - 12.07.2017 13:30","67744","69489"
"12.07.2017 13:30 - 12.07.2017 13:45","67204","69092"
"12.07.2017 13:45 - 12.07.2017 14:00","66578","68576"
"12.07.2017 14:00 - 12.07.2017 14:15","66088","68447"
"12.07.2017 14:15 - 12.07.2017 14:30","65751","68262"
"12.07.2017 14:30 - 12.07.2017 14:45","65445","67688"
"12.07.2017 14:45 - 12.07.2017 15:00","65915","67462"
"12.07.2017 15:00 - 12.07.2017 15:15","66148","67723"
"12.07.2017 15:15 - 12.07.2017 15:30","65220","67302"
"12.07.2017 15:30 - 12.07.2017 15:45","64884","66778"
"12.07.2017 15:45 - 12.07.2017 16:00","64434","66347"
"12.07.2017 16:00 - 12.07.2017 16:15","64133","65868"
"12.07.2017 16:15 - 12.07.2017 16:30","64075","65787"
"12.07.2017 16:30 - 12.07.2017 16:45","63950","65506"
"12.07.2017 16:45 - 12.07.2017 17:00","63415","65434"
"12.07.2017 17:00 - 12.07.2017 17:15","63209","65370"
"12.07.2017 17:15 - 12.07.2017 17:30","63062","65430"
"12.07.2017 17:30 - 12.07.2017 17:45","63186","65629"
"12.07.2017 17:45 - 12.07.2017 18:00","63014","65677"
"12.07.2017 18:00 - 12.07.2017 18:15","62540","65058"
"12.07.2017 18:15 - 12.07.2017 18:30","62270","64916"
"12.07.2017 18:30 - 12.07.2017 18:45","62247","64917"
"12.07.2017 18:45 - 12.07.2017 19:00","62271","64881"
"12.07.2017 19:00 - 12.07.2017 19:15","62053","64395"
"12.07.2017 19:15 - 12.07.2017 19:30","61645","63991"
"12.07.2017 19:30 - 12.07.2017 19:45","61371","63651"
"12.07.2017 19:45 - 12.07.2017 20:00","60898","63349"
"12.07.2017 20:00 - 12.07.2017 20:15","59992","62493"
"12.07.2017 20:15 - 12.07.2017 20:30","59247","61497"
"12.07.2017 20:30 - 12.07.2017 20:45","58340","60882"
"12.07.2017 20:45 - 12.07.2017 21:00","57608","60286"
"12.07.2017 21:00 - 12.07.2017 21:15","56630","59746"
"12.07.2017 21:15 - 12.07.2017 21:30","56447","59101"
"12.07.2017 21:30 - 12.07.2017 21:45","55962","58746"
"12.07.2017 21:45 - 12.07.2017 22:00","55705","58052"
"12.07.2017 22:00 - 12.07.2017 22:15","55464","57645"
"12.07.2017 22:15 - 12.07.2017 22:30","54799","57120"
"12.07.2017 22:30 - 12.07.2017 22:45","53645","55973"
"12.07.2017 22:45 - 12.07.2017 23:00","52396","54765"
"12.07.2017 23:00 - 12.07.2017 23:15","51035","52952"
"12.07.2017 23:15 - 12.07.2017 23:30","50043","52245"
"12.07.2017 23:30 - 12.07.2017 23:45","49147","51518"
"12.07.2017 23:45 - 13.07.2017 00:00","48361","50759"
"13.07.2017 00:00 - 13.07.2017 00:15","47037","49659"
"13.07.2017 00:15 - 13.07.2017 00:30","46572","48952"
"13.07.2017 00:30 - 13.07.2017 00:45","46049","48325"
"13.07.2017 00:45 - 13.07.2017 01:00","45530","47883"
"13.07.2017 01:00 - 13.07.2017 01:15","45002","47151"
"13.07.2017 01:15 - 13.07.2017 01:30","44552","46536"
"13.07.2017 01:30 - 13.07.2017 01:45","44237","46016"
"13.07.2017 01:45 - 13.07.2017 02:00","43873","45461"
"13.07.2017 02:00 - 13.07.2017 02:15","43462","45271"
"13.07.2017 02:15 - 13.07.2017 02:30","43261","45095"
"13.07.2017 02:30 - 13.07.2017 02:45","43367","45105"
"13.07.2017 02:45 - 13.07.2017 03:00","43365","45210"
"13.07.2017 03:00 - 13.07.2017 03:15","43539","45198"
"13.07.2017 03:15 - 13.07.2017 03:30","43605","44983"
"13.07.2017 03:30 - 13.07.2017 03:45","43588","45067"
"13.07.2017 03:45 - 13.07.2017 04:00","43673","45075"
"13.07.2017 04:00 - 13.07.2017 04:15","44153","45429"
"13.07.2017 04:15 - 13.07.2017 04:30","44509","45772"
"13.07.2017 04:30 - 13.07.2017 04:45","45005","46156"
"13.07.2017 04:45 - 13.07.2017 05:00","45477","46434"
"13.07.2017 05:00 - 13.07.2017 05:15","46408","47724"
"13.07.2017 05:15 - 13.07.2017 05:30","46836","48183"
"13.07.2017 05:30 - 13.07.2017 05:45","47790","49024"
"13.07.2017 05:45 - 13.07.2017 06:00","49073","50503"
"13.07.2017 06:00 - 13.07.2017 06:15","51933","53438"
"13.07.2017 06:15 - 13.07.2017 06:30","54121","55303"
"13.07.2017 06:30 - 13.07.2017 06:45","55810","56550"
"13.07.2017 06:45 - 13.07.2017 07:00","57178","58047"
"13.07.2017 07:00 - 13.07.2017 07:15","59052","59588"
"13.07.2017 07:15 - 13.07.2017 07:30","60013","60966"
"13.07.2017 07:30 - 13.07.2017 07:45","61249","61863"
"13.07.2017 07:45 - 13.07.2017 08:00","62184","62899"
"13.07.2017 08:00 - 13.07.2017 08:15","63059","63927"
"13.07.2017 08:15 - 13.07.2017 08:30","63598","64554"
"13.07.2017 08:30 - 13.07.2017 08:45","64067","64919"
"13.07.2017 08:45 - 13.07.2017 09:00","64304","64963"
"13.07.2017 09:00 - 13.07.2017 09:15","64450","64920"
"13.07.2017 09:15 - 13.07.2017 09:30","64759","65448"
"13.07.2017 09:30 - 13.07.2017 09:45","65369","65870"
"13.07.2017 09:45 - 13.07.2017 10:00","65775","66245"
"13.07.2017 10:00 - 13.07.2017 10:15","65873","66726"
"13.07.2017 10:15 - 13.07.2017 10:30","66228","66901"
"13.07.2017 10:30 - 13.07.2017 10:45","66460","67480"
"13.07.2017 10:45 - 13.07.2017 11:00","67107","67805"
"13.07.2017 11:00 - 13.07.2017 11:15","67271","67634"
"13.07.2017 11:15 - 13.07.2017 11:30","67705","68172"
"13.07.2017 11:30 - 13.07.2017 11:45","68015","68161"
"13.07.2017 11:45 - 13.07.2017 12:00","67635","68274"
"13.07.2017 12:00 - 13.07.2017 12:15","67660","67663"
"13.07.2017 12:15 - 13.07.2017 12:30","67492","67669"
"13.07.2017 12:30 - 13.07.2017 12:45","67360","67519"
"13.07.2017 12:45 - 13.07.2017 13:00","67310","67738"
"13.07.2017 13:00 - 13.07.2017 13:15","67170","67634"
"13.07.2017 13:15 - 13.07.2017 13:30","67106","67348"
"13.07.2017 13:30 - 13.07.2017 13:45","66618","66748"
"13.07.2017 13:45 - 13.07.2017 14:00","65893","66458"
"13.07.2017 14:00 - 13.07.2017 14:15","65655","65944"
"13.07.2017 14:15 - 13.07.2017 14:30","65264","65954"
"13.07.2017 14:30 - 13.07.2017 14:45","64961","65743"
"13.07.2017 14:45 - 13.07.2017 15:00","65307","65581"
"13.07.2017 15:00 - 13.07.2017 15:15","65577","65301"
"13.07.2017 15:15 - 13.07.2017 15:30","64697","65066"
"13.07.2017 15:30 - 13.07.2017 15:45","64273","64620"
"13.07.2017 15:45 - 13.07.2017 16:00","63820","64122"
"13.07.2017 16:00 - 13.07.2017 16:15","63588","63808"
"13.07.2017 16:15 - 13.07.2017 16:30","63497","63576"
"13.07.2017 16:30 - 13.07.2017 16:45","63343","63260"
"13.07.2017 16:45 - 13.07.2017 17:00","62867","62776"
"13.07.2017 17:00 - 13.07.2017 17:15","62465","62789"
"13.07.2017 17:15 - 13.07.2017 17:30","62442","62549"
"13.07.2017 17:30 - 13.07.2017 17:45","62694","62595"
"13.07.2017 17:45 - 13.07.2017 18:00","62524","62351"
"13.07.2017 18:00 - 13.07.2017 18:15","61966","62111"
"13.07.2017 18:15 - 13.07.2017 18:30","61700","61870"
"13.07.2017 18:30 - 13.07.2017 18:45","61670","61957"
"13.07.2017 18:45 - 13.07.2017 19:00","61587","61600"
"13.07.2017 19:00 - 13.07.2017 19:15","61408","61470"
"13.07.2017 19:15 - 13.07.2017 19:30","61096","61113"
"13.07.2017 19:30 - 13.07.2017 19:45","60843","60631"
"13.07.2017 19:45 - 13.07.2017 20:00","60355","60320"
"13.07.2017 20:00 - 13.07.2017 20:15","59455","59554"
"13.07.2017 20:15 - 13.07.2017 20:30","58619","58816"
"13.07.2017 20:30 - 13.07.2017 20:45","57583","58189"
"13.07.2017 20:45 - 13.07.2017 21:00","57004","57362"
"13.07.2017 21:00 - 13.07.2017 21:15","56189","56904"
"13.07.2017 21:15 - 13.07.2017 21:30","56067","56482"
"13.07.2017 21:30 - 13.07.2017 21:45","55413","56230"
"13.07.2017 21:45 - 13.07.2017 22:00","55102","56139"
"13.07.2017 22:00 - 13.07.2017 22:15","54850","55633"
"13.07.2017 22:15 - 13.07.2017 22:30","54218","55076"
"13.07.2017 22:30 - 13.07.2017 22:45","53066","54080"
"13.07.2017 22:45 - 13.07.2017 23:00","51878","52763"
"13.07.2017 23:00 - 13.07.2017 23:15","50556","51564"
"13.07.2017 23:15 - 13.07.2017 23:30","49642","50489"
"13.07.2017 23:30 - 13.07.2017 23:45","48732","49698"
"13.07.2017 23:45 - 14.07.2017 00:00","47967","48784"
"14.07.2017 00:00 - 14.07.2017 00:15","48058","47909"
"14.07.2017 00:15 - 14.07.2017 00:30","47455","47313"
"14.07.2017 00:30 - 14.07.2017 00:45","46932","46723"
"14.07.2017 00:45 - 14.07.2017 01:00","46355","46254"
"14.07.2017 01:00 - 14.07.2017 01:15","45793","45873"
"14.07.2017 01:15 - 14.07.2017 01:30","45341","45640"
"14.07.2017 01:30 - 14.07.2017 01:45","44880","45174"
"14.07.2017 01:45 - 14.07.2017 02:00","44611","44753"
"14.07.2017 02:00 - 14.07.2017 02:15","44291","44326"
"14.07.2017 02:15 - 14.07.2017 02:30","44132","44081"
"14.07.2017 02:30 - 14.07.2017 02:45","44166","44118"
"14.07.2017 02:45 - 14.07.2017 03:00","44157","44303"
"14.07.2017 03:00 - 14.07.2017 03:15","44243","44319"
"14.07.2017 03:15 - 14.07.2017 03:30","44337","44244"
"14.07.2017 03:30 - 14.07.2017 03:45","44343","44364"
"14.07.2017 03:45 - 14.07.2017 04:00","44344","44473"
"14.07.2017 04:00 - 14.07.2017 04:15","44770","44896"
"14.07.2017 04:15 - 14.07.2017 04:30","45123","45170"
"14.07.2017 04:30 - 14.07.2017 04:45","45424","45757"
"14.07.2017 04:45 - 14.07.2017 05:00","45862","45998"
"14.07.2017 05:00 - 14.07.2017 05:15","46715","47106"
"14.07.2017 05:15 - 14.07.2017 05:30","47207","47695"
"14.07.2017 05:30 - 14.07.2017 05:45","47987","48717"
"14.07.2017 05:45 - 14.07.2017 06:00","49130","49951"
"14.07.2017 06:00 - 14.07.2017 06:15","51822","52333"
"14.07.2017 06:15 - 14.07.2017 06:30","53769","54319"
"14.07.2017 06:30 - 14.07.2017 06:45","55427","56114"
"14.07.2017 06:45 - 14.07.2017 07:00","56881","57665"
"14.07.2017 07:00 - 14.07.2017 07:15","58859","59238"
"14.07.2017 07:15 - 14.07.2017 07:30","60650","60681"
"14.07.2017 07:30 - 14.07.2017 07:45","61982","61717"
"14.07.2017 07:45 - 14.07.2017 08:00","63074","62784"
"14.07.2017 08:00 - 14.07.2017 08:15","64092","63733"
"14.07.2017 08:15 - 14.07.2017 08:30","64724","64444"
"14.07.2017 08:30 - 14.07.2017 08:45","65084","64800"
"14.07.2017 08:45 - 14.07.2017 09:00","65254","65023"
"14.07.2017 09:00 - 14.07.2017 09:15","65460","64765"
"14.07.2017 09:15 - 14.07.2017 09:30","65838","65263"
"14.07.2017 09:30 - 14.07.2017 09:45","66352","65736"
"14.07.2017 09:45 - 14.07.2017 10:00","66648","66133"
"14.07.2017 10:00 - 14.07.2017 10:15","66869","66551"
"14.07.2017 10:15 - 14.07.2017 10:30","67079","66894"
"14.07.2017 10:30 - 14.07.2017 10:45","67491","67211"
"14.07.2017 10:45 - 14.07.2017 11:00","67673","67633"
"14.07.2017 11:00 - 14.07.2017 11:15","67676","67954"
"14.07.2017 11:15 - 14.07.2017 11:30","68100","68144"
"14.07.2017 11:30 - 14.07.2017 11:45","68179","68492"
"14.07.2017 11:45 - 14.07.2017 12:00","67770","68266"
"14.07.2017 12:00 - 14.07.2017 12:15","67669","68131"
"14.07.2017 12:15 - 14.07.2017 12:30","67698","68165"
"14.07.2017 12:30 - 14.07.2017 12:45","67517","68273"
"14.07.2017 12:45 - 14.07.2017 13:00","67381","67891"
"14.07.2017 13:00 - 14.07.2017 13:15","66823","67486"
"14.07.2017 13:15 - 14.07.2017 13:30","66392","66965"
"14.07.2017 13:30 - 14.07.2017 13:45","65787","65986"
"14.07.2017 13:45 - 14.07.2017 14:00","65104","65221"
"14.07.2017 14:00 - 14.07.2017 14:15","64787","65021"
"14.07.2017 14:15 - 14.07.2017 14:30","64499","64839"
"14.07.2017 14:30 - 14.07.2017 14:45","64131","64407"
"14.07.2017 14:45 - 14.07.2017 15:00","64369","63923"
"14.07.2017 15:00 - 14.07.2017 15:15","64238","63813"
"14.07.2017 15:15 - 14.07.2017 15:30","63378","63447"
"14.07.2017 15:30 - 14.07.2017 15:45","63148","63005"
"14.07.2017 15:45 - 14.07.2017 16:00","62667","62829"
"14.07.2017 16:00 - 14.07.2017 16:15","62659","62671"
"14.07.2017 16:15 - 14.07.2017 16:30","63012","62469"
"14.07.2017 16:30 - 14.07.2017 16:45","62875","62469"
"14.07.2017 16:45 - 14.07.2017 17:00","62483","62306"
"14.07.2017 17:00 - 14.07.2017 17:15","62335","62551"
"14.07.2017 17:15 - 14.07.2017 17:30","62281","62255"
"14.07.2017 17:30 - 14.07.2017 17:45","62681","62297"
"14.07.2017 17:45 - 14.07.2017 18:00","62517","62282"
"14.07.2017 18:00 - 14.07.2017 18:15","62254","61590"
"14.07.2017 18:15 - 14.07.2017 18:30","62072","61027"
"14.07.2017 18:30 - 14.07.2017 18:45","61774","60656"
"14.07.2017 18:45 - 14.07.2017 19:00","61152","60786"
"14.07.2017 19:00 - 14.07.2017 19:15","60816","60347"
"14.07.2017 19:15 - 14.07.2017 19:30","60526","59784"
"14.07.2017 19:30 - 14.07.2017 19:45","60137","59281"
"14.07.2017 19:45 - 14.07.2017 20:00","59891","59018"
"14.07.2017 20:00 - 14.07.2017 20:15","58992","58378"
"14.07.2017 20:15 - 14.07.2017 20:30","57998","57400"
"14.07.2017 20:30 - 14.07.2017 20:45","56995","56650"
"14.07.2017 20:45 - 14.07.2017 21:00","56453","55740"
"14.07.2017 21:00 - 14.07.2017 21:15","55422","54859"
"14.07.2017 21:15 - 14.07.2017 21:30","55227","54381"
"14.07.2017 21:30 - 14.07.2017 21:45","54878","53918"
"14.07.2017 21:45 - 14.07.2017 22:00","54609","53715"
"14.07.2017 22:00 - 14.07.2017 22:15","54552","53441"
"14.07.2017 22:15 - 14.07.2017 22:30","53708","52770"
"14.07.2017 22:30 - 14.07.2017 22:45","52779","51645"
"14.07.2017 22:45 - 14.07.2017 23:00","51528","50847"
"14.07.2017 23:00 - 14.07.2017 23:15","50355","50125"
"14.07.2017 23:15 - 14.07.2017 23:30","49580","49291"
"14.07.2017 23:30 - 14.07.2017 23:45","48753","48532"
"14.07.2017 23:45 - 15.07.2017 00:00","47797","47662"
"15.07.2017 00:00 - 15.07.2017 00:15","45534","46208"
"15.07.2017 00:15 - 15.07.2017 00:30","44944","45568"
"15.07.2017 00:30 - 15.07.2017 00:45","44311","44804"
"15.07.2017 00:45 - 15.07.2017 01:00","43740","44372"
"15.07.2017 01:00 - 15.07.2017 01:15","43035","43942"
"15.07.2017 01:15 - 15.07.2017 01:30","42546","43844"
"15.07.2017 01:30 - 15.07.2017 01:45","42102","43308"
"15.07.2017 01:45 - 15.07.2017 02:00","41660","42978"
"15.07.2017 02:00 - 15.07.2017 02:15","41393","42373"
"15.07.2017 02:15 - 15.07.2017 02:30","41191","42115"
"15.07.2017 02:30 - 15.07.2017 02:45","41201","42012"
"15.07.2017 02:45 - 15.07.2017 03:00","41139","41843"
"15.07.2017 03:00 - 15.07.2017 03:15","41082","41772"
"15.07.2017 03:15 - 15.07.2017 03:30","40955","41724"
"15.07.2017 03:30 - 15.07.2017 03:45","40929","41509"
"15.07.2017 03:45 - 15.07.2017 04:00","40879","41600"
"15.07.2017 04:00 - 15.07.2017 04:15","41086","41760"
"15.07.2017 04:15 - 15.07.2017 04:30","41109","41894"
"15.07.2017 04:30 - 15.07.2017 04:45","41088","42087"
"15.07.2017 04:45 - 15.07.2017 05:00","41181","41999"
"15.07.2017 05:00 - 15.07.2017 05:15","41378","42144"
"15.07.2017 05:15 - 15.07.2017 05:30","41146","41799"
"15.07.2017 05:30 - 15.07.2017 05:45","41225","41724"
"15.07.2017 05:45 - 15.07.2017 06:00","41396","42141"
"15.07.2017 06:00 - 15.07.2017 06:15","41865","43086"
"15.07.2017 06:15 - 15.07.2017 06:30","42421","43814"
"15.07.2017 06:30 - 15.07.2017 06:45","43052","44277"
"15.07.2017 06:45 - 15.07.2017 07:00","43627","44870"
"15.07.2017 07:00 - 15.07.2017 07:15","44659","45863"
"15.07.2017 07:15 - 15.07.2017 07:30","45777","46809"
"15.07.2017 07:30 - 15.07.2017 07:45","46887","47789"
"15.07.2017 07:45 - 15.07.2017 08:00","48495","48656"
"15.07.2017 08:00 - 15.07.2017 08:15","49565","49767"
"15.07.2017 08:15 - 15.07.2017 08:30","50620","50733"
"15.07.2017 08:30 - 15.07.2017 08:45","51505","51512"
"15.07.2017 08:45 - 15.07.2017 09:00","52307","52227"
"15.07.2017 09:00 - 15.07.2017 09:15","53323","53043"
"15.07.2017 09:15 - 15.07.2017 09:30","53788","53714"
"15.07.2017 09:30 - 15.07.2017 09:45","54546","54412"
"15.07.2017 09:45 - 15.07.2017 10:00","55056","55068"
"15.07.2017 10:00 - 15.07.2017 10:15","55472","55200"
"15.07.2017 10:15 - 15.07.2017 10:30","55860","55663"
"15.07.2017 10:30 - 15.07.2017 10:45","56337","56026"
"15.07.2017 10:45 - 15.07.2017 11:00","56555","56006"
"15.07.2017 11:00 - 15.07.2017 11:15","56993","56051"
"15.07.2017 11:15 - 15.07.2017 11:30","57237","56311"
"15.07.2017 11:30 - 15.07.2017 11:45","57548","56301"
"15.07.2017 11:45 - 15.07.2017 12:00","56915","55915"
"15.07.2017 12:00 - 15.07.2017 12:15","56978","55524"
"15.07.2017 12:15 - 15.07.2017 12:30","56951","55141"
"15.07.2017 12:30 - 15.07.2017 12:45","56470","54800"
"15.07.2017 12:45 - 15.07.2017 13:00","56244","54577"
"15.07.2017 13:00 - 15.07.2017 13:15","55482","54111"
"15.07.2017 13:15 - 15.07.2017 13:30","55282","53490"
"15.07.2017 13:30 - 15.07.2017 13:45","54967","52888"
"15.07.2017 13:45 - 15.07.2017 14:00","54061","52633"
"15.07.2017 14:00 - 15.07.2017 14:15","53554","52247"
"15.07.2017 14:15 - 15.07.2017 14:30","52902","52072"
"15.07.2017 14:30 - 15.07.2017 14:45","52782","51680"
"15.07.2017 14:45 - 15.07.2017 15:00","53027","51386"
"15.07.2017 15:00 - 15.07.2017 15:15","53267","51240"
"15.07.2017 15:15 - 15.07.2017 15:30","52492","51301"
"15.07.2017 15:30 - 15.07.2017 15:45","52122","51167"
"15.07.2017 15:45 - 15.07.2017 16:00","51723","50901"
"15.07.2017 16:00 - 15.07.2017 16:15","52012","50837"
"15.07.2017 16:15 - 15.07.2017 16:30","51957","50592"
"15.07.2017 16:30 - 15.07.2017 16:45","52002","50510"
"15.07.2017 16:45 - 15.07.2017 17:00","51322","50351"
"15.07.2017 17:00 - 15.07.2017 17:15","51521","50455"
"15.07.2017 17:15 - 15.07.2017 17:30","51619","50470"
"15.07.2017 17:30 - 15.07.2017 17:45","51956","50646"
"15.07.2017 17:45 - 15.07.2017 18:00","51749","50699"
"15.07.2017 18:00 - 15.07.2017 18:15","51827","50712"
"15.07.2017 18:15 - 15.07.2017 18:30","52099","50432"
"15.07.2017 18:30 - 15.07.2017 18:45","51878","50498"
"15.07.2017 18:45 - 15.07.2017 19:00","51683","50519"
"15.07.2017 19:00 - 15.07.2017 19:15","51704","50109"
"15.07.2017 19:15 - 15.07.2017 19:30","51630","49903"
"15.07.2017 19:30 - 15.07.2017 19:45","51203","49789"
"15.07.2017 19:45 - 15.07.2017 20:00","50383","49377"
"15.07.2017 20:00 - 15.07.2017 20:15","50113","48693"
"15.07.2017 20:15 - 15.07.2017 20:30","49519","48055"
"15.07.2017 20:30 - 15.07.2017 20:45","48253","47425"
"15.07.2017 20:45 - 15.07.2017 21:00","47945","46906"
"15.07.2017 21:00 - 15.07.2017 21:15","47162","46391"
"15.07.2017 21:15 - 15.07.2017 21:30","47095","46138"
"15.07.2017 21:30 - 15.07.2017 21:45","47154","46131"
"15.07.2017 21:45 - 15.07.2017 22:00","47534","46492"
"15.07.2017 22:00 - 15.07.2017 22:15","47866","46584"
"15.07.2017 22:15 - 15.07.2017 22:30","47637","45996"
"15.07.2017 22:30 - 15.07.2017 22:45","46794","45495"
"15.07.2017 22:45 - 15.07.2017 23:00","45916","44786"
"15.07.2017 23:00 - 15.07.2017 23:15","44740","44075"
"15.07.2017 23:15 - 15.07.2017 23:30","44079","43388"
"15.07.2017 23:30 - 15.07.2017 23:45","43451","42508"
"15.07.2017 23:45 - 16.07.2017 00:00","42727","41809"
"16.07.2017 00:00 - 16.07.2017 00:15","41778","40974"
"16.07.2017 00:15 - 16.07.2017 00:30","41247","40600"
"16.07.2017 00:30 - 16.07.2017 00:45","40745","40035"
"16.07.2017 00:45 - 16.07.2017 01:00","40173","39655"
"16.07.2017 01:00 - 16.07.2017 01:15","39499","39296"
"16.07.2017 01:15 - 16.07.2017 01:30","39071","38951"
"16.07.2017 01:30 - 16.07.2017 01:45","38606","38772"
"16.07.2017 01:45 - 16.07.2017 02:00","38268","38337"
"16.07.2017 02:00 - 16.07.2017 02:15","37895","37954"
"16.07.2017 02:15 - 16.07.2017 02:30","37523","37716"
"16.07.2017 02:30 - 16.07.2017 02:45","37458","37498"
"16.07.2017 02:45 - 16.07.2017 03:00","37279","37376"
"16.07.2017 03:00 - 16.07.2017 03:15","37173","36954"
"16.07.2017 03:15 - 16.07.2017 03:30","37045","36973"
"16.07.2017 03:30 - 16.07.2017 03:45","36993","37157"
"16.07.2017 03:45 - 16.07.2017 04:00","36962","37166"
"16.07.2017 04:00 - 16.07.2017 04:15","37030","37050"
"16.07.2017 04:15 - 16.07.2017 04:30","37039","37059"
"16.07.2017 04:30 - 16.07.2017 04:45","37048","37130"
"16.07.2017 04:45 - 16.07.2017 05:00","37000","36994"
"16.07.2017 05:00 - 16.07.2017 05:15","37010","36669"
"16.07.2017 05:15 - 16.07.2017 05:30","36720","36565"
"16.07.2017 05:30 - 16.07.2017 05:45","36684","36326"
"16.07.2017 05:45 - 16.07.2017 06:00","36726","36138"
"16.07.2017 06:00 - 16.07.2017 06:15","36793","36374"
"16.07.2017 06:15 - 16.07.2017 06:30","37095","36785"
"16.07.2017 06:30 - 16.07.2017 06:45","37545","37470"
"16.07.2017 06:45 - 16.07.2017 07:00","37821","37710"
"16.07.2017 07:00 - 16.07.2017 07:15","38761","38447"
"16.07.2017 07:15 - 16.07.2017 07:30","39515","39068"
"16.07.2017 07:30 - 16.07.2017 07:45","40520","40085"
"16.07.2017 07:45 - 16.07.2017 08:00","41446","40907"
"16.07.2017 08:00 - 16.07.2017 08:15","42645","41635"
"16.07.2017 08:15 - 16.07.2017 08:30","43545","42624"
"16.07.2017 08:30 - 16.07.2017 08:45","44370","43668"
"16.07.2017 08:45 - 16.07.2017 09:00","45261","44270"
"16.07.2017 09:00 - 16.07.2017 09:15","46455","45242"
"16.07.2017 09:15 - 16.07.2017 09:30","47196","45886"
"16.07.2017 09:30 - 16.07.2017 09:45","47929","46629"
"16.07.2017 09:45 - 16.07.2017 10:00","48419","47125"
"16.07.2017 10:00 - 16.07.2017 10:15","49002","47674"
"16.07.2017 10:15 - 16.07.2017 10:30","49436","48370"
"16.07.2017 10:30 - 16.07.2017 10:45","50064","48979"
"16.07.2017 10:45 - 16.07.2017 11:00","50480","49494"
"16.07.2017 11:00 - 16.07.2017 11:15","51331","49989"
"16.07.2017 11:15 - 16.07.2017 11:30","51796","50858"
"16.07.2017 11:30 - 16.07.2017 11:45","52341","51453"
"16.07.2017 11:45 - 16.07.2017 12:00","51878","51713"
"16.07.2017 12:00 - 16.07.2017 12:15","52193","51595"
"16.07.2017 12:15 - 16.07.2017 12:30","52178","51267"
"16.07.2017 12:30 - 16.07.2017 12:45","51598","50713"
"16.07.2017 12:45 - 16.07.2017 13:00","51276","50335"
"16.07.2017 13:00 - 16.07.2017 13:15","50435","49448"
"16.07.2017 13:15 - 16.07.2017 13:30","50211","49046"
"16.07.2017 13:30 - 16.07.2017 13:45","49847","48773"
"16.07.2017 13:45 - 16.07.2017 14:00","49142","48486"
"16.07.2017 14:00 - 16.07.2017 14:15","48781","47760"
"16.07.2017 14:15 - 16.07.2017 14:30","48288","47566"
"16.07.2017 14:30 - 16.07.2017 14:45","48100","47187"
"16.07.2017 14:45 - 16.07.2017 15:00","48256","46871"
"16.07.2017 15:00 - 16.07.2017 15:15","48451","46829"
"16.07.2017 15:15 - 16.07.2017 15:30","47932","46571"
"16.07.2017 15:30 - 16.07.2017 15:45","47669","46504"
"16.07.2017 15:45 - 16.07.2017 16:00","47536","46143"
"16.07.2017 16:00 - 16.07.2017 16:15","47906","46512"
"16.07.2017 16:15 - 16.07.2017 16:30","47893","46366"
"16.07.2017 16:30 - 16.07.2017 16:45","47909","46447"
"16.07.2017 16:45 - 16.07.2017 17:00","47618","46364"
"16.07.2017 17:00 - 16.07.2017 17:15","47928","47605"
"16.07.2017 17:15 - 16.07.2017 17:30","48130","47719"
"16.07.2017 17:30 - 16.07.2017 17:45","48776","47940"
"16.07.2017 17:45 - 16.07.2017 18:00","48877","48083"
"16.07.2017 18:00 - 16.07.2017 18:15","49305","48830"
"16.07.2017 18:15 - 16.07.2017 18:30","49640","48970"
"16.07.2017 18:30 - 16.07.2017 18:45","49747","48940"
"16.07.2017 18:45 - 16.07.2017 19:00","49643","48789"
"16.07.2017 19:00 - 16.07.2017 19:15","49964","48836"
"16.07.2017 19:15 - 16.07.2017 19:30","49978","48781"
"16.07.2017 19:30 - 16.07.2017 19:45","49857","48667"
"16.07.2017 19:45 - 16.07.2017 20:00","49118","48458"
"16.07.2017 20:00 - 16.07.2017 20:15","49299","48663"
"16.07.2017 20:15 - 16.07.2017 20:30","49297","48152"
"16.07.2017 20:30 - 16.07.2017 20:45","48305","47728"
"16.07.2017 20:45 - 16.07.2017 21:00","48132","47316"
