"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"17.09.2017 10:15 - 17.09.2017 10:30","48585","48793"
"17.09.2017 10:30 - 17.09.2017 10:45","49015","49403"
"17.09.2017 10:45 - 17.09.2017 11:00","49504","50037"
"17.09.2017 11:00 - 17.09.2017 11:15","50336","50418"
"17.09.2017 11:15 - 17.09.2017 11:30","50796","50899"
"17.09.2017 11:30 - 17.09.2017 11:45","51294","51275"
"17.09.2017 11:45 - 17.09.2017 12:00","50795","51373"
"17.09.2017 12:00 - 17.09.2017 12:15","50973","51207"
"17.09.2017 12:15 - 17.09.2017 12:30","50872","51130"
"17.09.2017 12:30 - 17.09.2017 12:45","50237","50910"
"17.09.2017 12:45 - 17.09.2017 13:00","49964","50373"
"17.09.2017 13:00 - 17.09.2017 13:15","49237","50193"
"17.09.2017 13:15 - 17.09.2017 13:30","49188","49456"
"17.09.2017 13:30 - 17.09.2017 13:45","48710","49154"
"17.09.2017 13:45 - 17.09.2017 14:00","47941","48887"
"17.09.2017 14:00 - 17.09.2017 14:15","47497","48316"
"17.09.2017 14:15 - 17.09.2017 14:30","46936","47627"
"17.09.2017 14:30 - 17.09.2017 14:45","46948","47121"
"17.09.2017 14:45 - 17.09.2017 15:00","46688","46457"
"17.09.2017 15:00 - 17.09.2017 15:15","46449","46521"
"17.09.2017 15:15 - 17.09.2017 15:30","46080","46282"
"17.09.2017 15:30 - 17.09.2017 15:45","45935","46064"
"17.09.2017 15:45 - 17.09.2017 16:00","46103","46004"
"17.09.2017 16:00 - 17.09.2017 16:15","46046","45832"
"17.09.2017 16:15 - 17.09.2017 16:30","45995","45647"
"17.09.2017 16:30 - 17.09.2017 16:45","45865","45976"
"17.09.2017 16:45 - 17.09.2017 17:00","45998","46459"
"17.09.2017 17:00 - 17.09.2017 17:15","46679","47115"
"17.09.2017 17:15 - 17.09.2017 17:30","46812","47385"
"17.09.2017 17:30 - 17.09.2017 17:45","47351","48067"
"17.09.2017 17:45 - 17.09.2017 18:00","47553","48723"
"17.09.2017 18:00 - 17.09.2017 18:15","47926","49259"
"17.09.2017 18:15 - 17.09.2017 18:30","48356","49588"
"17.09.2017 18:30 - 17.09.2017 18:45","48506","49724"
"17.09.2017 18:45 - 17.09.2017 19:00","48556","50041"
"17.09.2017 19:00 - 17.09.2017 19:15","49162","50722"
"17.09.2017 19:15 - 17.09.2017 19:30","49355","50904"
"17.09.2017 19:30 - 17.09.2017 19:45","49496","51533"
"17.09.2017 19:45 - 17.09.2017 20:00","49621","52484"
"17.09.2017 20:00 - 17.09.2017 20:15","50405","52731"
"17.09.2017 20:15 - 17.09.2017 20:30","50309","52055"
"17.09.2017 20:30 - 17.09.2017 20:45","49314","51095"
"17.09.2017 20:45 - 17.09.2017 21:00","49121","50333"
"17.09.2017 21:00 - 17.09.2017 21:15","48430","49908"
"17.09.2017 21:15 - 17.09.2017 21:30","48010","49317"
"17.09.2017 21:30 - 17.09.2017 21:45","47819","48855"
"17.09.2017 21:45 - 17.09.2017 22:00","47760","48756"
"17.09.2017 22:00 - 17.09.2017 22:15","47566","48656"
"17.09.2017 22:15 - 17.09.2017 22:30","46971","48087"
"17.09.2017 22:30 - 17.09.2017 22:45","46178","47089"
"17.09.2017 22:45 - 17.09.2017 23:00","45123","46570"
"17.09.2017 23:00 - 17.09.2017 23:15","44120","45695"
"17.09.2017 23:15 - 17.09.2017 23:30","43301","45005"
"17.09.2017 23:30 - 17.09.2017 23:45","42541","44233"
"17.09.2017 23:45 - 18.09.2017 00:00","41817","43552"
"18.09.2017 00:00 - 18.09.2017 00:15","41222","42660"
"18.09.2017 00:15 - 18.09.2017 00:30","40612","42293"
"18.09.2017 00:30 - 18.09.2017 00:45","40248","41887"
"18.09.2017 00:45 - 18.09.2017 01:00","39829","41438"
"18.09.2017 01:00 - 18.09.2017 01:15","39449","41066"
"18.09.2017 01:15 - 18.09.2017 01:30","39097","40787"
"18.09.2017 01:30 - 18.09.2017 01:45","38887","40720"
"18.09.2017 01:45 - 18.09.2017 02:00","38655","40708"
"18.09.2017 02:00 - 18.09.2017 02:15","38377","40102"
"18.09.2017 02:15 - 18.09.2017 02:30","38290","40072"
"18.09.2017 02:30 - 18.09.2017 02:45","38329","40057"
"18.09.2017 02:45 - 18.09.2017 03:00","38391","40303"
"18.09.2017 03:00 - 18.09.2017 03:15","38553","40534"
"18.09.2017 03:15 - 18.09.2017 03:30","38613","40801"
"18.09.2017 03:30 - 18.09.2017 03:45","38741","41211"
"18.09.2017 03:45 - 18.09.2017 04:00","38853","41635"
"18.09.2017 04:00 - 18.09.2017 04:15","39695","42126"
"18.09.2017 04:15 - 18.09.2017 04:30","40214","42634"
"18.09.2017 04:30 - 18.09.2017 04:45","40709","43059"
"18.09.2017 04:45 - 18.09.2017 05:00","41309","43867"
"18.09.2017 05:00 - 18.09.2017 05:15","42964","45300"
"18.09.2017 05:15 - 18.09.2017 05:30","43891","46435"
"18.09.2017 05:30 - 18.09.2017 05:45","45554","47721"
"18.09.2017 05:45 - 18.09.2017 06:00","47587","49716"
"18.09.2017 06:00 - 18.09.2017 06:15","51200","53345"
"18.09.2017 06:15 - 18.09.2017 06:30","53977","55994"
"18.09.2017 06:30 - 18.09.2017 06:45","56031","58344"
"18.09.2017 06:45 - 18.09.2017 07:00","57547","59702"
"18.09.2017 07:00 - 18.09.2017 07:15","59339","61158"
"18.09.2017 07:15 - 18.09.2017 07:30","60412","62259"
"18.09.2017 07:30 - 18.09.2017 07:45","61136","63177"
"18.09.2017 07:45 - 18.09.2017 08:00","62210","63556"
"18.09.2017 08:00 - 18.09.2017 08:15","63331","64873"
"18.09.2017 08:15 - 18.09.2017 08:30","63818","65571"
"18.09.2017 08:30 - 18.09.2017 08:45","64265","66113"
"18.09.2017 08:45 - 18.09.2017 09:00","64383","66365"
"18.09.2017 09:00 - 18.09.2017 09:15","64186","66148"
"18.09.2017 09:15 - 18.09.2017 09:30","64614","66319"
"18.09.2017 09:30 - 18.09.2017 09:45","65068","66716"
"18.09.2017 09:45 - 18.09.2017 10:00","65414","67070"
"18.09.2017 10:00 - 18.09.2017 10:15","65724","67104"
"18.09.2017 10:15 - 18.09.2017 10:30","65922","67197"
"18.09.2017 10:30 - 18.09.2017 10:45","66281","67557"
"18.09.2017 10:45 - 18.09.2017 11:00","66847","67984"
"18.09.2017 11:00 - 18.09.2017 11:15","67013","68374"
"18.09.2017 11:15 - 18.09.2017 11:30","67361","68904"
"18.09.2017 11:30 - 18.09.2017 11:45","67889","69187"
"18.09.2017 11:45 - 18.09.2017 12:00","67867","69296"
"18.09.2017 12:00 - 18.09.2017 12:15","66722","68519"
"18.09.2017 12:15 - 18.09.2017 12:30","66126","68225"
"18.09.2017 12:30 - 18.09.2017 12:45","66477","68048"
"18.09.2017 12:45 - 18.09.2017 13:00","65505","67837"
"18.09.2017 13:00 - 18.09.2017 13:15","66499","67562"
"18.09.2017 13:15 - 18.09.2017 13:30","65804","67184"
"18.09.2017 13:30 - 18.09.2017 13:45","65268","66923"
"18.09.2017 13:45 - 18.09.2017 14:00","64982","65980"
"18.09.2017 14:00 - 18.09.2017 14:15","64685","65631"
"18.09.2017 14:15 - 18.09.2017 14:30","64278","65620"
"18.09.2017 14:30 - 18.09.2017 14:45","63683","65413"
"18.09.2017 14:45 - 18.09.2017 15:00","63777","65154"
"18.09.2017 15:00 - 18.09.2017 15:15","63542","65587"
"18.09.2017 15:15 - 18.09.2017 15:30","63738","65513"
"18.09.2017 15:30 - 18.09.2017 15:45","63029","65043"
"18.09.2017 15:45 - 18.09.2017 16:00","62386","64615"
"18.09.2017 16:00 - 18.09.2017 16:15","61773","64208"
"18.09.2017 16:15 - 18.09.2017 16:30","60978","63853"
"18.09.2017 16:30 - 18.09.2017 16:45","60176","63659"
"18.09.2017 16:45 - 18.09.2017 17:00","61124","62720"
"18.09.2017 17:00 - 18.09.2017 17:15","60951","62891"
"18.09.2017 17:15 - 18.09.2017 17:30","60958","62939"
"18.09.2017 17:30 - 18.09.2017 17:45","60416","63177"
"18.09.2017 17:45 - 18.09.2017 18:00","61032","63266"
"18.09.2017 18:00 - 18.09.2017 18:15","60757","63004"
"18.09.2017 18:15 - 18.09.2017 18:30","60041","62968"
"18.09.2017 18:30 - 18.09.2017 18:45","60627","63065"
"18.09.2017 18:45 - 18.09.2017 19:00","61018","63254"
"18.09.2017 19:00 - 18.09.2017 19:15","60561","63774"
"18.09.2017 19:15 - 18.09.2017 19:30","60411","63808"
"18.09.2017 19:30 - 18.09.2017 19:45","60461","64422"
"18.09.2017 19:45 - 18.09.2017 20:00","61229","64995"
"18.09.2017 20:00 - 18.09.2017 20:15","60814","64312"
"18.09.2017 20:15 - 18.09.2017 20:30","59938","63340"
"18.09.2017 20:30 - 18.09.2017 20:45","59318","62240"
"18.09.2017 20:45 - 18.09.2017 21:00","58024","61054"
"18.09.2017 21:00 - 18.09.2017 21:15","57843","60159"
"18.09.2017 21:15 - 18.09.2017 21:30","56968","59220"
"18.09.2017 21:30 - 18.09.2017 21:45","56351","58227"
"18.09.2017 21:45 - 18.09.2017 22:00","54242","57155"
"18.09.2017 22:00 - 18.09.2017 22:15","53394","56410"
"18.09.2017 22:15 - 18.09.2017 22:30","52197","55067"
"18.09.2017 22:30 - 18.09.2017 22:45","50978","53740"
"18.09.2017 22:45 - 18.09.2017 23:00","50001","52718"
"18.09.2017 23:00 - 18.09.2017 23:15","49168","51319"
"18.09.2017 23:15 - 18.09.2017 23:30","48240","50328"
"18.09.2017 23:30 - 18.09.2017 23:45","47159","49339"
"18.09.2017 23:45 - 19.09.2017 00:00","46209","48557"
"19.09.2017 00:00 - 19.09.2017 00:15","45397","47524"
"19.09.2017 00:15 - 19.09.2017 00:30","45382","47053"
"19.09.2017 00:30 - 19.09.2017 00:45","44822","46735"
"19.09.2017 00:45 - 19.09.2017 01:00","44401","46282"
"19.09.2017 01:00 - 19.09.2017 01:15","43765","45553"
"19.09.2017 01:15 - 19.09.2017 01:30","43469","45163"
"19.09.2017 01:30 - 19.09.2017 01:45","43032","44990"
"19.09.2017 01:45 - 19.09.2017 02:00","42800","44834"
"19.09.2017 02:00 - 19.09.2017 02:15","42554","44511"
"19.09.2017 02:15 - 19.09.2017 02:30","42273","44241"
"19.09.2017 02:30 - 19.09.2017 02:45","42281","44305"
"19.09.2017 02:45 - 19.09.2017 03:00","42421","44330"
"19.09.2017 03:00 - 19.09.2017 03:15","42519","44521"
"19.09.2017 03:15 - 19.09.2017 03:30","42549","44914"
"19.09.2017 03:30 - 19.09.2017 03:45","42713","45148"
"19.09.2017 03:45 - 19.09.2017 04:00","42859","45067"
"19.09.2017 04:00 - 19.09.2017 04:15","43089","45384"
"19.09.2017 04:15 - 19.09.2017 04:30","43485","45812"
"19.09.2017 04:30 - 19.09.2017 04:45","43880","46517"
"19.09.2017 04:45 - 19.09.2017 05:00","44270","47042"
"19.09.2017 05:00 - 19.09.2017 05:15","45722","48487"
"19.09.2017 05:15 - 19.09.2017 05:30","46337","49352"
"19.09.2017 05:30 - 19.09.2017 05:45","47541","50593"
"19.09.2017 05:45 - 19.09.2017 06:00","49280","51897"
"19.09.2017 06:00 - 19.09.2017 06:15","52329","55616"
"19.09.2017 06:15 - 19.09.2017 06:30","54627","58321"
"19.09.2017 06:30 - 19.09.2017 06:45","56583","60304"
"19.09.2017 06:45 - 19.09.2017 07:00","57914","61288"
"19.09.2017 07:00 - 19.09.2017 07:15","59496","62872"
"19.09.2017 07:15 - 19.09.2017 07:30","60450","63663"
"19.09.2017 07:30 - 19.09.2017 07:45","62504","64362"
"19.09.2017 07:45 - 19.09.2017 08:00","63486","64957"
"19.09.2017 08:00 - 19.09.2017 08:15","64335","65743"
"19.09.2017 08:15 - 19.09.2017 08:30","64675","66072"
"19.09.2017 08:30 - 19.09.2017 08:45","65091","66387"
"19.09.2017 08:45 - 19.09.2017 09:00","65150","66661"
"19.09.2017 09:00 - 19.09.2017 09:15","64916","66407"
"19.09.2017 09:15 - 19.09.2017 09:30","65097","66794"
"19.09.2017 09:30 - 19.09.2017 09:45","65663","67173"
"19.09.2017 09:45 - 19.09.2017 10:00","66182","67117"
"19.09.2017 10:00 - 19.09.2017 10:15","66477","67450"
"19.09.2017 10:15 - 19.09.2017 10:30","66688","67836"
"19.09.2017 10:30 - 19.09.2017 10:45","67227","68064"
"19.09.2017 10:45 - 19.09.2017 11:00","67750","68419"
"19.09.2017 11:00 - 19.09.2017 11:15","67820","68235"
"19.09.2017 11:15 - 19.09.2017 11:30","67980","68622"
"19.09.2017 11:30 - 19.09.2017 11:45","68321","68708"
"19.09.2017 11:45 - 19.09.2017 12:00","67931","68550"
"19.09.2017 12:00 - 19.09.2017 12:15","67944","68032"
"19.09.2017 12:15 - 19.09.2017 12:30","67591","67820"
"19.09.2017 12:30 - 19.09.2017 12:45","67300","67731"
"19.09.2017 12:45 - 19.09.2017 13:00","67211","67743"
"19.09.2017 13:00 - 19.09.2017 13:15","66901","67620"
"19.09.2017 13:15 - 19.09.2017 13:30","66739","67160"
"19.09.2017 13:30 - 19.09.2017 13:45","66240","67030"
"19.09.2017 13:45 - 19.09.2017 14:00","65377","66428"
"19.09.2017 14:00 - 19.09.2017 14:15","65090","66079"
"19.09.2017 14:15 - 19.09.2017 14:30","64696","66124"
"19.09.2017 14:30 - 19.09.2017 14:45","64674","65842"
"19.09.2017 14:45 - 19.09.2017 15:00","64796","65424"
"19.09.2017 15:00 - 19.09.2017 15:15","64747","65490"
"19.09.2017 15:15 - 19.09.2017 15:30","64437","65294"
"19.09.2017 15:30 - 19.09.2017 15:45","63886","65032"
"19.09.2017 15:45 - 19.09.2017 16:00","63121","64390"
"19.09.2017 16:00 - 19.09.2017 16:15","63258","64023"
"19.09.2017 16:15 - 19.09.2017 16:30","62610","63704"
"19.09.2017 16:30 - 19.09.2017 16:45","62052","63299"
"19.09.2017 16:45 - 19.09.2017 17:00","61763","62625"
"19.09.2017 17:00 - 19.09.2017 17:15","61828","62759"
"19.09.2017 17:15 - 19.09.2017 17:30","61752","62979"
"19.09.2017 17:30 - 19.09.2017 17:45","61907","63394"
"19.09.2017 17:45 - 19.09.2017 18:00","62064","63318"
"19.09.2017 18:00 - 19.09.2017 18:15","61689","63122"
"19.09.2017 18:15 - 19.09.2017 18:30","61485","63116"
"19.09.2017 18:30 - 19.09.2017 18:45","61866","63533"
"19.09.2017 18:45 - 19.09.2017 19:00","62275","63608"
"19.09.2017 19:00 - 19.09.2017 19:15","62391","63956"
"19.09.2017 19:15 - 19.09.2017 19:30","62180","64179"
"19.09.2017 19:30 - 19.09.2017 19:45","62173","65142"
"19.09.2017 19:45 - 19.09.2017 20:00","62609","65837"
"19.09.2017 20:00 - 19.09.2017 20:15","62042","65473"
"19.09.2017 20:15 - 19.09.2017 20:30","61262","64416"
"19.09.2017 20:30 - 19.09.2017 20:45","60465","63242"
"19.09.2017 20:45 - 19.09.2017 21:00","59374","62049"
"19.09.2017 21:00 - 19.09.2017 21:15","58203","60978"
"19.09.2017 21:15 - 19.09.2017 21:30","57689","59976"
"19.09.2017 21:30 - 19.09.2017 21:45","56720","58862"
"19.09.2017 21:45 - 19.09.2017 22:00","55490","57474"
"19.09.2017 22:00 - 19.09.2017 22:15","54684","57089"
"19.09.2017 22:15 - 19.09.2017 22:30","53704","55746"
"19.09.2017 22:30 - 19.09.2017 22:45","52377","54599"
"19.09.2017 22:45 - 19.09.2017 23:00","51111","53377"
"19.09.2017 23:00 - 19.09.2017 23:15","49902","52204"
"19.09.2017 23:15 - 19.09.2017 23:30","48878","51217"
"19.09.2017 23:30 - 19.09.2017 23:45","47895","50442"
"19.09.2017 23:45 - 20.09.2017 00:00","47009","49425"
"20.09.2017 00:00 - 20.09.2017 00:15","45299","48324"
"20.09.2017 00:15 - 20.09.2017 00:30","44972","47729"
"20.09.2017 00:30 - 20.09.2017 00:45","44530","47284"
"20.09.2017 00:45 - 20.09.2017 01:00","43883","46586"
"20.09.2017 01:00 - 20.09.2017 01:15","43355","45877"
"20.09.2017 01:15 - 20.09.2017 01:30","42969","45890"
"20.09.2017 01:30 - 20.09.2017 01:45","42586","45347"
"20.09.2017 01:45 - 20.09.2017 02:00","42214","45064"
"20.09.2017 02:00 - 20.09.2017 02:15","41935","44562"
"20.09.2017 02:15 - 20.09.2017 02:30","41695","44418"
"20.09.2017 02:30 - 20.09.2017 02:45","41790","44434"
"20.09.2017 02:45 - 20.09.2017 03:00","41867","44554"
"20.09.2017 03:00 - 20.09.2017 03:15","41984","44724"
"20.09.2017 03:15 - 20.09.2017 03:30","42173","44764"
"20.09.2017 03:30 - 20.09.2017 03:45","42265","45146"
"20.09.2017 03:45 - 20.09.2017 04:00","42330","45119"
"20.09.2017 04:00 - 20.09.2017 04:15","42761","45766"
"20.09.2017 04:15 - 20.09.2017 04:30","43168","46200"
"20.09.2017 04:30 - 20.09.2017 04:45","43700","46860"
"20.09.2017 04:45 - 20.09.2017 05:00","44091","47288"
"20.09.2017 05:00 - 20.09.2017 05:15","45438","48887"
"20.09.2017 05:15 - 20.09.2017 05:30","46088","49905"
"20.09.2017 05:30 - 20.09.2017 05:45","47295","51089"
"20.09.2017 05:45 - 20.09.2017 06:00","49036","53041"
"20.09.2017 06:00 - 20.09.2017 06:15","51955","56318"
"20.09.2017 06:15 - 20.09.2017 06:30","54317","58856"
"20.09.2017 06:30 - 20.09.2017 06:45","56212","60740"
"20.09.2017 06:45 - 20.09.2017 07:00","57404","62290"
"20.09.2017 07:00 - 20.09.2017 07:15","59161","63406"
"20.09.2017 07:15 - 20.09.2017 07:30","60046","64421"
"20.09.2017 07:30 - 20.09.2017 07:45","61214","65011"
"20.09.2017 07:45 - 20.09.2017 08:00","62089","65574"
"20.09.2017 08:00 - 20.09.2017 08:15","62955","66539"
"20.09.2017 08:15 - 20.09.2017 08:30","63539","67223"
"20.09.2017 08:30 - 20.09.2017 08:45","63972","67346"
"20.09.2017 08:45 - 20.09.2017 09:00","64043","67555"
"20.09.2017 09:00 - 20.09.2017 09:15","63890","66934"
"20.09.2017 09:15 - 20.09.2017 09:30","64128","67399"
"20.09.2017 09:30 - 20.09.2017 09:45","64726","67756"
"20.09.2017 09:45 - 20.09.2017 10:00","65078","68006"
"20.09.2017 10:00 - 20.09.2017 10:15","64985","67929"
"20.09.2017 10:15 - 20.09.2017 10:30","65500","68204"
"20.09.2017 10:30 - 20.09.2017 10:45","65563","68605"
"20.09.2017 10:45 - 20.09.2017 11:00","65869","68897"
"20.09.2017 11:00 - 20.09.2017 11:15","66444","69016"
"20.09.2017 11:15 - 20.09.2017 11:30","66730","69321"
"20.09.2017 11:30 - 20.09.2017 11:45","66972","69498"
"20.09.2017 11:45 - 20.09.2017 12:00","66387","69356"
"20.09.2017 12:00 - 20.09.2017 12:15","66506","69081"
"20.09.2017 12:15 - 20.09.2017 12:30","66263","68637"
"20.09.2017 12:30 - 20.09.2017 12:45","66119","68588"
"20.09.2017 12:45 - 20.09.2017 13:00","65956","68661"
"20.09.2017 13:00 - 20.09.2017 13:15","65549","68649"
"20.09.2017 13:15 - 20.09.2017 13:30","65445","68446"
"20.09.2017 13:30 - 20.09.2017 13:45","65088","68137"
"20.09.2017 13:45 - 20.09.2017 14:00","64519","67492"
"20.09.2017 14:00 - 20.09.2017 14:15","64105","67060"
"20.09.2017 14:15 - 20.09.2017 14:30","63778","66503"
"20.09.2017 14:30 - 20.09.2017 14:45","63467","66329"
"20.09.2017 14:45 - 20.09.2017 15:00","64023","65764"
"20.09.2017 15:00 - 20.09.2017 15:15","63968","65276"
"20.09.2017 15:15 - 20.09.2017 15:30","63135","65053"
"20.09.2017 15:30 - 20.09.2017 15:45","62572","64732"
"20.09.2017 15:45 - 20.09.2017 16:00","62255","64411"
"20.09.2017 16:00 - 20.09.2017 16:15","61889","63854"
"20.09.2017 16:15 - 20.09.2017 16:30","61746","63037"
"20.09.2017 16:30 - 20.09.2017 16:45","61425","62790"
"20.09.2017 16:45 - 20.09.2017 17:00","60983","62662"
"20.09.2017 17:00 - 20.09.2017 17:15","61135","62422"
"20.09.2017 17:15 - 20.09.2017 17:30","60776","62546"
"20.09.2017 17:30 - 20.09.2017 17:45","60887","62795"
"20.09.2017 17:45 - 20.09.2017 18:00","61078","62905"
"20.09.2017 18:00 - 20.09.2017 18:15","60791","62650"
"20.09.2017 18:15 - 20.09.2017 18:30","60765","62569"
"20.09.2017 18:30 - 20.09.2017 18:45","61006","62872"
"20.09.2017 18:45 - 20.09.2017 19:00","61316","63233"
"20.09.2017 19:00 - 20.09.2017 19:15","61759","63445"
"20.09.2017 19:15 - 20.09.2017 19:30","61825","63725"
"20.09.2017 19:30 - 20.09.2017 19:45","62024","64607"
"20.09.2017 19:45 - 20.09.2017 20:00","62295","65349"
"20.09.2017 20:00 - 20.09.2017 20:15","61744","64782"
"20.09.2017 20:15 - 20.09.2017 20:30","60929","63764"
"20.09.2017 20:30 - 20.09.2017 20:45","59855","62684"
"20.09.2017 20:45 - 20.09.2017 21:00","58929","61717"
"20.09.2017 21:00 - 20.09.2017 21:15","57777","60693"
"20.09.2017 21:15 - 20.09.2017 21:30","57064","59712"
"20.09.2017 21:30 - 20.09.2017 21:45","55929","58792"
"20.09.2017 21:45 - 20.09.2017 22:00","54945","57517"
"20.09.2017 22:00 - 20.09.2017 22:15","54134","56720"
"20.09.2017 22:15 - 20.09.2017 22:30","53360","55594"
"20.09.2017 22:30 - 20.09.2017 22:45","52152","54452"
"20.09.2017 22:45 - 20.09.2017 23:00","50959","52900"
"20.09.2017 23:00 - 20.09.2017 23:15","49533","51967"
"20.09.2017 23:15 - 20.09.2017 23:30","48547","50679"
"20.09.2017 23:30 - 20.09.2017 23:45","47598","49871"
"20.09.2017 23:45 - 21.09.2017 00:00","46804","49231"
"21.09.2017 00:00 - 21.09.2017 00:15","45550","48256"
"21.09.2017 00:15 - 21.09.2017 00:30","45067","47349"
"21.09.2017 00:30 - 21.09.2017 00:45","44516","47033"
"21.09.2017 00:45 - 21.09.2017 01:00","44038","46515"
"21.09.2017 01:00 - 21.09.2017 01:15","43582","45872"
"21.09.2017 01:15 - 21.09.2017 01:30","43072","45589"
"21.09.2017 01:30 - 21.09.2017 01:45","42755","45376"
"21.09.2017 01:45 - 21.09.2017 02:00","42497","45081"
"21.09.2017 02:00 - 21.09.2017 02:15","42085","44400"
"21.09.2017 02:15 - 21.09.2017 02:30","41948","44274"
"21.09.2017 02:30 - 21.09.2017 02:45","41951","44414"
"21.09.2017 02:45 - 21.09.2017 03:00","42042","44483"
"21.09.2017 03:00 - 21.09.2017 03:15","42167","44538"
"21.09.2017 03:15 - 21.09.2017 03:30","42230","44687"
"21.09.2017 03:30 - 21.09.2017 03:45","42364","44990"
"21.09.2017 03:45 - 21.09.2017 04:00","42395","45315"
"21.09.2017 04:00 - 21.09.2017 04:15","42794","45716"
"21.09.2017 04:15 - 21.09.2017 04:30","43219","46043"
"21.09.2017 04:30 - 21.09.2017 04:45","43583","46768"
"21.09.2017 04:45 - 21.09.2017 05:00","44048","47383"
"21.09.2017 05:00 - 21.09.2017 05:15","45415","48742"
"21.09.2017 05:15 - 21.09.2017 05:30","46262","49549"
"21.09.2017 05:30 - 21.09.2017 05:45","47613","50765"
"21.09.2017 05:45 - 21.09.2017 06:00","49128","52588"
"21.09.2017 06:00 - 21.09.2017 06:15","52340","55633"
"21.09.2017 06:15 - 21.09.2017 06:30","54429","58229"
"21.09.2017 06:30 - 21.09.2017 06:45","56318","60175"
"21.09.2017 06:45 - 21.09.2017 07:00","57841","61524"
"21.09.2017 07:00 - 21.09.2017 07:15","59367","62522"
"21.09.2017 07:15 - 21.09.2017 07:30","60342","63319"
"21.09.2017 07:30 - 21.09.2017 07:45","61067","64235"
"21.09.2017 07:45 - 21.09.2017 08:00","61931","64789"
"21.09.2017 08:00 - 21.09.2017 08:15","62732","65239"
"21.09.2017 08:15 - 21.09.2017 08:30","63237","65605"
"21.09.2017 08:30 - 21.09.2017 08:45","63566","66105"
"21.09.2017 08:45 - 21.09.2017 09:00","63703","66137"
"21.09.2017 09:00 - 21.09.2017 09:15","63494","65746"
"21.09.2017 09:15 - 21.09.2017 09:30","63946","66031"
"21.09.2017 09:30 - 21.09.2017 09:45","64322","66356"
"21.09.2017 09:45 - 21.09.2017 10:00","64713","66544"
"21.09.2017 10:00 - 21.09.2017 10:15","64950","66880"
"21.09.2017 10:15 - 21.09.2017 10:30","65448","67109"
"21.09.2017 10:30 - 21.09.2017 10:45","65737","68053"
"21.09.2017 10:45 - 21.09.2017 11:00","66065","68558"
"21.09.2017 11:00 - 21.09.2017 11:15","66308","68581"
"21.09.2017 11:15 - 21.09.2017 11:30","66654","68828"
"21.09.2017 11:30 - 21.09.2017 11:45","66938","68995"
"21.09.2017 11:45 - 21.09.2017 12:00","66334","68824"
"21.09.2017 12:00 - 21.09.2017 12:15","66491","68430"
"21.09.2017 12:15 - 21.09.2017 12:30","66141","68238"
"21.09.2017 12:30 - 21.09.2017 12:45","66045","68172"
"21.09.2017 12:45 - 21.09.2017 13:00","66065","67407"
"21.09.2017 13:00 - 21.09.2017 13:15","65701","66645"
"21.09.2017 13:15 - 21.09.2017 13:30","65531","66349"
"21.09.2017 13:30 - 21.09.2017 13:45","64817","65978"
"21.09.2017 13:45 - 21.09.2017 14:00","64101","65498"
"21.09.2017 14:00 - 21.09.2017 14:15","63768","65379"
"21.09.2017 14:15 - 21.09.2017 14:30","63514","65111"
"21.09.2017 14:30 - 21.09.2017 14:45","63262","64786"
"21.09.2017 14:45 - 21.09.2017 15:00","63586","64490"
"21.09.2017 15:00 - 21.09.2017 15:15","63441","64677"
"21.09.2017 15:15 - 21.09.2017 15:30","62729","64123"
"21.09.2017 15:30 - 21.09.2017 15:45","62037","63414"
"21.09.2017 15:45 - 21.09.2017 16:00","61591","62911"
"21.09.2017 16:00 - 21.09.2017 16:15","61283","62797"
"21.09.2017 16:15 - 21.09.2017 16:30","61199","62458"
"21.09.2017 16:30 - 21.09.2017 16:45","61172","62136"
"21.09.2017 16:45 - 21.09.2017 17:00","60443","62004"
"21.09.2017 17:00 - 21.09.2017 17:15","60331","62173"
"21.09.2017 17:15 - 21.09.2017 17:30","60281","62314"
"21.09.2017 17:30 - 21.09.2017 17:45","60431","62280"
"21.09.2017 17:45 - 21.09.2017 18:00","60421","62422"
"21.09.2017 18:00 - 21.09.2017 18:15","60135","62038"
"21.09.2017 18:15 - 21.09.2017 18:30","60304","62161"
"21.09.2017 18:30 - 21.09.2017 18:45","60529","62662"
"21.09.2017 18:45 - 21.09.2017 19:00","60906","63139"
"21.09.2017 19:00 - 21.09.2017 19:15","61217","63340"
"21.09.2017 19:15 - 21.09.2017 19:30","61346","64140"
"21.09.2017 19:30 - 21.09.2017 19:45","61794","64999"
"21.09.2017 19:45 - 21.09.2017 20:00","61801","65548"
"21.09.2017 20:00 - 21.09.2017 20:15","61459","64919"
"21.09.2017 20:15 - 21.09.2017 20:30","60571","63985"
"21.09.2017 20:30 - 21.09.2017 20:45","59562","62598"
"21.09.2017 20:45 - 21.09.2017 21:00","58768","61450"
"21.09.2017 21:00 - 21.09.2017 21:15","57557","60373"
"21.09.2017 21:15 - 21.09.2017 21:30","56649","59719"
"21.09.2017 21:30 - 21.09.2017 21:45","55727","58601"
"21.09.2017 21:45 - 21.09.2017 22:00","54770","57048"
"21.09.2017 22:00 - 21.09.2017 22:15","54135","56265"
"21.09.2017 22:15 - 21.09.2017 22:30","53446","55461"
"21.09.2017 22:30 - 21.09.2017 22:45","52189","54327"
"21.09.2017 22:45 - 21.09.2017 23:00","50831","52989"
